BugId,Total,jaccard,Exam Score,FLASH_FL,Exam Score,Diff,Exam Score Diff,Total,tarantula,Exam Score,FLASH_FL,Exam Score,Diff,Exam Score Diff,Total,ochiai,Exam Score,FLASH_FL,Exam Score,Diff,Exam Score Diff,Total,dstar,Exam Score,FLASH_FL,Exam Score,Diff,Exam Score Diff
closure91,2329,2329,1.0000,2329,1.0000,0,0.0000,2329,2329,1.0000,2329,1.0000,0,0.0000,2329,2329,1.0000,2329,1.0000,0,0.0000,2329,2329,1.0000,2329,1.0000,0,0.0000
closure92,2514,85,0.0338,74,0.0294,-11,-0.0044,2514,85,0.0338,74,0.0294,-11,-0.0044,2514,85,0.0338,74,0.0294,-11,-0.0044,2514,85,0.0338,74,0.0294,-11,-0.0044
closure93,2514,85,0.0338,74,0.0294,-11,-0.0044,2514,85,0.0338,74,0.0294,-11,-0.0044,2514,85,0.0338,74,0.0294,-11,-0.0044,2514,85,0.0338,74,0.0294,-11,-0.0044
closure94,2557,2557,1.0000,2557,1.0000,0,0.0000,2557,2557,1.0000,2557,1.0000,0,0.0000,2557,2557,1.0000,2557,1.0000,0,0.0000,2557,2557,1.0000,2557,1.0000,0,0.0000
closure95,4760,4760,1.0000,4760,1.0000,0,0.0000,4760,4760,1.0000,4760,1.0000,0,0.0000,4760,4760,1.0000,4760,1.0000,0,0.0000,4760,4760,1.0000,4760,1.0000,0,0.0000
closure96,4002,4002,1.0000,4002,1.0000,0,0.0000,4002,4002,1.0000,4002,1.0000,0,0.0000,4002,4002,1.0000,4002,1.0000,0,0.0000,4002,4002,1.0000,4002,1.0000,0,0.0000
closure97,2099,1,0.0005,1391,0.6627,1390,0.6622,2099,1,0.0005,1391,0.6627,1390,0.6622,2099,1,0.0005,1391,0.6627,1390,0.6622,2099,1,0.0005,1391,0.6627,1390,0.6622
closure98,2890,2890,1.0000,2890,1.0000,0,0.0000,2890,2890,1.0000,2890,1.0000,0,0.0000,2890,2890,1.0000,2890,1.0000,0,0.0000,2890,2890,1.0000,2890,1.0000,0,0.0000
closure99,2250,2250,1.0000,2250,1.0000,0,0.0000,2250,2250,1.0000,2250,1.0000,0,0.0000,2250,2250,1.0000,2250,1.0000,0,0.0000,2250,2250,1.0000,2250,1.0000,0,0.0000
closure100,1886,1886,1.0000,1886,1.0000,0,0.0000,1886,1886,1.0000,1886,1.0000,0,0.0000,1886,1886,1.0000,1886,1.0000,0,0.0000,1886,1886,1.0000,1886,1.0000,0,0.0000
closure101,5325,5325,1.0000,5325,1.0000,0,0.0000,5325,5325,1.0000,5325,1.0000,0,0.0000,5325,5325,1.0000,5325,1.0000,0,0.0000,5325,5325,1.0000,5325,1.0000,0,0.0000
closure102,6968,6968,1.0000,6968,1.0000,0,0.0000,6968,6968,1.0000,6968,1.0000,0,0.0000,6968,6968,1.0000,6968,1.0000,0,0.0000,6968,6968,1.0000,6968,1.0000,0,0.0000
closure103,4582,4582,1.0000,4582,1.0000,0,0.0000,4582,4582,1.0000,4582,1.0000,0,0.0000,4582,4582,1.0000,4582,1.0000,0,0.0000,4582,4582,1.0000,4582,1.0000,0,0.0000
closure104,664,9,0.0136,7,0.0105,-2,-0.0030,664,9,0.0136,7,0.0105,-2,-0.0030,664,9,0.0136,7,0.0105,-2,-0.0030,664,9,0.0136,7,0.0105,-2,-0.0030
closure105,2169,97,0.0447,109,0.0503,12,0.0055,2169,97,0.0447,109,0.0503,12,0.0055,2169,97,0.0447,109,0.0503,12,0.0055,2169,97,0.0447,109,0.0503,12,0.0055
closure106,3081,3081,1.0000,3081,1.0000,0,0.0000,3081,3081,1.0000,3081,1.0000,0,0.0000,3081,3081,1.0000,3081,1.0000,0,0.0000,3081,3081,1.0000,3081,1.0000,0,0.0000
closure107,5302,5302,1.0000,5302,1.0000,0,0.0000,5302,5302,1.0000,5302,1.0000,0,0.0000,5302,5302,1.0000,5302,1.0000,0,0.0000,5302,5302,1.0000,5302,1.0000,0,0.0000
closure108,3760,3760,1.0000,3760,1.0000,0,0.0000,3760,3760,1.0000,3760,1.0000,0,0.0000,3760,3760,1.0000,3760,1.0000,0,0.0000,3760,3760,1.0000,3760,1.0000,0,0.0000
closure109,1283,4,0.0031,4,0.0031,0,0.0000,1283,4,0.0031,4,0.0031,0,0.0000,1283,4,0.0031,4,0.0031,0,0.0000,1283,4,0.0031,4,0.0031,0,0.0000
closure110,2967,2967,1.0000,2967,1.0000,0,0.0000,2967,2967,1.0000,2967,1.0000,0,0.0000,2967,2967,1.0000,2967,1.0000,0,0.0000,2967,2967,1.0000,2967,1.0000,0,0.0000
closure111,2347,1,0.0004,1,0.0004,0,0.0000,2347,1,0.0004,1,0.0004,0,0.0000,2347,1,0.0004,1,0.0004,0,0.0000,2347,1,0.0004,1,0.0004,0,0.0000
closure112,6116,6116,1.0000,6116,1.0000,0,0.0000,6116,6116,1.0000,6116,1.0000,0,0.0000,6116,6116,1.0000,6116,1.0000,0,0.0000,6116,6116,1.0000,6116,1.0000,0,0.0000
closure113,2988,17,0.0057,10,0.0033,-7,-0.0023,2988,17,0.0057,10,0.0033,-7,-0.0023,2988,17,0.0057,10,0.0033,-7,-0.0023,2988,17,0.0057,10,0.0033,-7,-0.0023
closure114,4105,4105,1.0000,4105,1.0000,0,0.0000,4105,4105,1.0000,4105,1.0000,0,0.0000,4105,4105,1.0000,4105,1.0000,0,0.0000,4105,4105,1.0000,4105,1.0000,0,0.0000
closure115,5321,5321,1.0000,5321,1.0000,0,0.0000,5321,5321,1.0000,5321,1.0000,0,0.0000,5321,5321,1.0000,5321,1.0000,0,0.0000,5321,5321,1.0000,5321,1.0000,0,0.0000
closure116,5844,5844,1.0000,5844,1.0000,0,0.0000,5844,5844,1.0000,5844,1.0000,0,0.0000,5844,5844,1.0000,5844,1.0000,0,0.0000,5844,5844,1.0000,5844,1.0000,0,0.0000
closure117,5671,5671,1.0000,5671,1.0000,0,0.0000,5671,5671,1.0000,5671,1.0000,0,0.0000,5671,5671,1.0000,5671,1.0000,0,0.0000,5671,5671,1.0000,5671,1.0000,0,0.0000
closure118,6360,6360,1.0000,6360,1.0000,0,0.0000,6360,6360,1.0000,6360,1.0000,0,0.0000,6360,6360,1.0000,6360,1.0000,0,0.0000,6360,6360,1.0000,6360,1.0000,0,0.0000
closure119,3429,3429,1.0000,3429,1.0000,0,0.0000,3429,3429,1.0000,3429,1.0000,0,0.0000,3429,3429,1.0000,3429,1.0000,0,0.0000,3429,3429,1.0000,3429,1.0000,0,0.0000
closure120,3825,136,0.0356,118,0.0308,-18,-0.0047,3825,136,0.0356,118,0.0308,-18,-0.0047,3825,137,0.0358,118,0.0308,-19,-0.0050,3825,137,0.0358,118,0.0308,-19,-0.0050
closure121,3839,3839,1.0000,3839,1.0000,0,0.0000,3839,3839,1.0000,3839,1.0000,0,0.0000,3839,3839,1.0000,3839,1.0000,0,0.0000,3839,3839,1.0000,3839,1.0000,0,0.0000
closure122,1150,2,0.0017,1,0.0009,-1,-0.0009,1150,2,0.0017,1,0.0009,-1,-0.0009,1150,2,0.0017,1,0.0009,-1,-0.0009,1150,2,0.0017,1,0.0009,-1,-0.0009
closure123,1948,43,0.0221,31,0.0159,-12,-0.0062,1948,43,0.0221,31,0.0159,-12,-0.0062,1948,43,0.0221,31,0.0159,-12,-0.0062,1948,43,0.0221,31,0.0159,-12,-0.0062
closure124,2915,11,0.0038,10,0.0034,-1,-0.0003,2915,11,0.0038,10,0.0034,-1,-0.0003,2915,11,0.0038,10,0.0034,-1,-0.0003,2915,11,0.0038,10,0.0034,-1,-0.0003
closure125,5707,174,0.0305,148,0.0259,-26,-0.0046,5707,174,0.0305,148,0.0259,-26,-0.0046,5707,174,0.0305,148,0.0259,-26,-0.0046,5707,174,0.0305,148,0.0259,-26,-0.0046
closure126,3343,3343,1.0000,3343,1.0000,0,0.0000,3343,3343,1.0000,3343,1.0000,0,0.0000,3343,3343,1.0000,3343,1.0000,0,0.0000,3343,3343,1.0000,3343,1.0000,0,0.0000
closure127,3803,3803,1.0000,3803,1.0000,0,0.0000,3803,3803,1.0000,3803,1.0000,0,0.0000,3803,3803,1.0000,3803,1.0000,0,0.0000,3803,3803,1.0000,3803,1.0000,0,0.0000
closure128,1562,24,0.0154,22,0.0141,-2,-0.0013,1562,24,0.0154,22,0.0141,-2,-0.0013,1562,24,0.0154,22,0.0141,-2,-0.0013,1562,24,0.0154,22,0.0141,-2,-0.0013
closure129,6807,6807,1.0000,6807,1.0000,0,0.0000,6807,6807,1.0000,6807,1.0000,0,0.0000,6807,6807,1.0000,6807,1.0000,0,0.0000,6807,6807,1.0000,6807,1.0000,0,0.0000
closure130,4072,546,0.1341,442,0.1085,-104,-0.0255,4072,546,0.1341,442,0.1085,-104,-0.0255,4072,568,0.1395,446,0.1095,-122,-0.0300,4072,568,0.1395,446,0.1095,-122,-0.0300
closure131,2937,2937,1.0000,2937,1.0000,0,0.0000,2937,2937,1.0000,2937,1.0000,0,0.0000,2937,2937,1.0000,2937,1.0000,0,0.0000,2937,2937,1.0000,2937,1.0000,0,0.0000
closure132,3123,3123,1.0000,3123,1.0000,0,0.0000,3123,3123,1.0000,3123,1.0000,0,0.0000,3123,3123,1.0000,3123,1.0000,0,0.0000,3123,3123,1.0000,3123,1.0000,0,0.0000
closure133,1325,130,0.0981,86,0.0649,-44,-0.0332,1325,130,0.0981,86,0.0649,-44,-0.0332,1325,132,0.0996,86,0.0649,-46,-0.0347,1325,132,0.0996,86,0.0649,-46,-0.0347
lang1,38,5,0.1316,6,0.1579,1,0.0263,38,5,0.1316,6,0.1579,1,0.0263,38,5,0.1316,6,0.1579,1,0.0263,38,5,0.1316,6,0.1579,1,0.0263
lang2,29,17,0.5862,18,0.6207,1,0.0345,29,17,0.5862,18,0.6207,1,0.0345,29,17,0.5862,18,0.6207,1,0.0345,29,17,0.5862,18,0.6207,1,0.0345
lang3,56,56,1.0000,56,1.0000,0,0.0000,56,56,1.0000,56,1.0000,0,0.0000,56,56,1.0000,56,1.0000,0,0.0000,56,56,1.0000,56,1.0000,0,0.0000
lang4,23,23,1.0000,23,1.0000,0,0.0000,23,23,1.0000,23,1.0000,0,0.0000,23,23,1.0000,23,1.0000,0,0.0000,23,23,1.0000,23,1.0000,0,0.0000
lang5,16,16,1.0000,16,1.0000,0,0.0000,16,16,1.0000,16,1.0000,0,0.0000,16,16,1.0000,16,1.0000,0,0.0000,16,16,1.0000,16,1.0000,0,0.0000
lang6,130,98,0.7538,57,0.4385,-41,-0.3154,130,98,0.7538,57,0.4385,-41,-0.3154,130,98,0.7538,57,0.4385,-41,-0.3154,130,98,0.7538,57,0.4385,-41,-0.3154
lang7,217,217,1.0000,217,1.0000,0,0.0000,217,217,1.0000,217,1.0000,0,0.0000,217,217,1.0000,217,1.0000,0,0.0000,217,217,1.0000,217,1.0000,0,0.0000
lang8,312,312,1.0000,312,1.0000,0,0.0000,312,312,1.0000,312,1.0000,0,0.0000,312,312,1.0000,312,1.0000,0,0.0000,312,312,1.0000,312,1.0000,0,0.0000
lang9,206,74,0.3592,51,0.2476,-23,-0.1117,206,74,0.3592,51,0.2476,-23,-0.1117,206,70,0.3398,44,0.2136,-26,-0.1262,206,70,0.3398,44,0.2136,-26,-0.1262
lang10,262,262,1.0000,262,1.0000,0,0.0000,262,262,1.0000,262,1.0000,0,0.0000,262,262,1.0000,262,1.0000,0,0.0000,262,262,1.0000,262,1.0000,0,0.0000
lang11,11,11,1.0000,11,1.0000,0,0.0000,11,11,1.0000,11,1.0000,0,0.0000,11,11,1.0000,11,1.0000,0,0.0000,11,11,1.0000,11,1.0000,0,0.0000
lang12,17,17,1.0000,17,1.0000,0,0.0000,17,17,1.0000,17,1.0000,0,0.0000,17,17,1.0000,17,1.0000,0,0.0000,17,17,1.0000,17,1.0000,0,0.0000
lang13,29,29,1.0000,29,1.0000,0,0.0000,29,29,1.0000,29,1.0000,0,0.0000,29,29,1.0000,29,1.0000,0,0.0000,29,29,1.0000,29,1.0000,0,0.0000
lang14,5,5,1.0000,5,1.0000,0,0.0000,5,5,1.0000,5,1.0000,0,0.0000,5,5,1.0000,5,1.0000,0,0.0000,5,5,1.0000,5,1.0000,0,0.0000
lang15,420,416,0.9905,252,0.6000,-164,-0.3905,420,390,0.9286,225,0.5357,-165,-0.3929,420,416,0.9905,252,0.6000,-164,-0.3905,420,416,0.9905,252,0.6000,-164,-0.3905
lang16,100,27,0.2700,48,0.4800,21,0.2100,100,27,0.2700,48,0.4800,21,0.2100,100,27,0.2700,48,0.4800,21,0.2100,100,27,0.2700,48,0.4800,21,0.2100
lang17,131,131,1.0000,131,1.0000,0,0.0000,131,131,1.0000,131,1.0000,0,0.0000,131,131,1.0000,131,1.0000,0,0.0000,131,131,1.0000,131,1.0000,0,0.0000
lang18,275,275,1.0000,275,1.0000,0,0.0000,275,275,1.0000,275,1.0000,0,0.0000,275,275,1.0000,275,1.0000,0,0.0000,275,275,1.0000,275,1.0000,0,0.0000
lang19,26,26,1.0000,26,1.0000,0,0.0000,26,26,1.0000,26,1.0000,0,0.0000,26,26,1.0000,26,1.0000,0,0.0000,26,26,1.0000,26,1.0000,0,0.0000
lang20,48,25,0.5208,21,0.4375,-4,-0.0833,48,25,0.5208,21,0.4375,-4,-0.0833,48,25,0.5208,21,0.4375,-4,-0.0833,48,25,0.5208,21,0.4375,-4,-0.0833
lang21,4,4,1.0000,4,1.0000,0,0.0000,4,4,1.0000,4,1.0000,0,0.0000,4,4,1.0000,4,1.0000,0,0.0000,4,4,1.0000,4,1.0000,0,0.0000
lang22,69,69,1.0000,69,1.0000,0,0.0000,69,69,1.0000,69,1.0000,0,0.0000,69,69,1.0000,69,1.0000,0,0.0000,69,69,1.0000,69,1.0000,0,0.0000
lang23,135,135,1.0000,135,1.0000,0,0.0000,135,135,1.0000,135,1.0000,0,0.0000,135,135,1.0000,135,1.0000,0,0.0000,135,135,1.0000,135,1.0000,0,0.0000
lang24,160,64,0.4000,12,0.0750,-52,-0.3250,160,64,0.4000,12,0.0750,-52,-0.3250,160,64,0.4000,12,0.0750,-52,-0.3250,160,64,0.4000,12,0.0750,-52,-0.3250
lang25,16,16,1.0000,16,1.0000,0,0.0000,16,16,1.0000,16,1.0000,0,0.0000,16,16,1.0000,16,1.0000,0,0.0000,16,16,1.0000,16,1.0000,0,0.0000
lang26,130,7,0.0538,6,0.0462,-1,-0.0077,130,7,0.0538,6,0.0462,-1,-0.0077,130,7,0.0538,6,0.0462,-1,-0.0077,130,7,0.0538,6,0.0462,-1,-0.0077
lang27,216,131,0.6065,68,0.3148,-63,-0.2917,216,131,0.6065,68,0.3148,-63,-0.2917,216,131,0.6065,68,0.3148,-63,-0.2917,216,131,0.6065,68,0.3148,-63,-0.2917
lang28,31,4,0.1290,3,0.0968,-1,-0.0323,31,4,0.1290,3,0.0968,-1,-0.0323,31,4,0.1290,3,0.0968,-1,-0.0323,31,4,0.1290,3,0.0968,-1,-0.0323
lang29,136,136,1.0000,136,1.0000,0,0.0000,136,136,1.0000,136,1.0000,0,0.0000,136,136,1.0000,136,1.0000,0,0.0000,136,136,1.0000,136,1.0000,0,0.0000
lang30,72,72,1.0000,72,1.0000,0,0.0000,72,72,1.0000,72,1.0000,0,0.0000,72,72,1.0000,72,1.0000,0,0.0000,72,72,1.0000,72,1.0000,0,0.0000
lang31,32,32,1.0000,32,1.0000,0,0.0000,32,32,1.0000,32,1.0000,0,0.0000,32,32,1.0000,32,1.0000,0,0.0000,32,32,1.0000,32,1.0000,0,0.0000
lang32,76,76,1.0000,76,1.0000,0,0.0000,76,76,1.0000,76,1.0000,0,0.0000,76,76,1.0000,76,1.0000,0,0.0000,76,76,1.0000,76,1.0000,0,0.0000
lang33,59,7,0.1186,3,0.0508,-4,-0.0678,59,7,0.1186,3,0.0508,-4,-0.0678,59,7,0.1186,3,0.0508,-4,-0.0678,59,7,0.1186,3,0.0508,-4,-0.0678
lang34,456,66,0.1447,53,0.1162,-13,-0.0285,456,147,0.3224,122,0.2675,-25,-0.0548,456,63,0.1382,52,0.1140,-11,-0.0241,456,55,0.1206,46,0.1009,-9,-0.0197
lang35,27,27,1.0000,27,1.0000,0,0.0000,27,27,1.0000,27,1.0000,0,0.0000,27,27,1.0000,27,1.0000,0,0.0000,27,27,1.0000,27,1.0000,0,0.0000
lang36,257,257,1.0000,257,1.0000,0,0.0000,257,257,1.0000,257,1.0000,0,0.0000,257,257,1.0000,257,1.0000,0,0.0000,257,257,1.0000,257,1.0000,0,0.0000
lang37,26,26,1.0000,26,1.0000,0,0.0000,26,26,1.0000,26,1.0000,0,0.0000,26,26,1.0000,26,1.0000,0,0.0000,26,26,1.0000,26,1.0000,0,0.0000
lang38,161,3,0.0186,2,0.0124,-1,-0.0062,161,3,0.0186,2,0.0124,-1,-0.0062,161,3,0.0186,2,0.0124,-1,-0.0062,161,3,0.0186,2,0.0124,-1,-0.0062
lang39,51,27,0.5294,18,0.3529,-9,-0.1765,51,27,0.5294,18,0.3529,-9,-0.1765,51,27,0.5294,18,0.3529,-9,-0.1765,51,27,0.5294,18,0.3529,-9,-0.1765
lang40,4,2,0.5000,2,0.5000,0,0.0000,4,2,0.5000,2,0.5000,0,0.0000,4,2,0.5000,2,0.5000,0,0.0000,4,2,0.5000,2,0.5000,0,0.0000
lang41,50,50,1.0000,50,1.0000,0,0.0000,50,50,1.0000,50,1.0000,0,0.0000,50,50,1.0000,50,1.0000,0,0.0000,50,50,1.0000,50,1.0000,0,0.0000
lang42,145,17,0.1172,21,0.1448,4,0.0276,145,17,0.1172,21,0.1448,4,0.0276,145,17,0.1172,21,0.1448,4,0.0276,145,17,0.1172,21,0.1448,4,0.0276
lang43,27,6,0.2222,1,0.0370,-5,-0.1852,27,6,0.2222,1,0.0370,-5,-0.1852,27,6,0.2222,1,0.0370,-5,-0.1852,27,6,0.2222,1,0.0370,-5,-0.1852
lang44,22,3,0.1364,21,0.9545,18,0.8182,22,3,0.1364,21,0.9545,18,0.8182,22,3,0.1364,21,0.9545,18,0.8182,22,3,0.1364,21,0.9545,18,0.8182
lang45,24,24,1.0000,24,1.0000,0,0.0000,24,24,1.0000,24,1.0000,0,0.0000,24,24,1.0000,24,1.0000,0,0.0000,24,24,1.0000,24,1.0000,0,0.0000
lang46,22,22,1.0000,22,1.0000,0,0.0000,22,22,1.0000,22,1.0000,0,0.0000,22,22,1.0000,22,1.0000,0,0.0000,22,22,1.0000,22,1.0000,0,0.0000
lang47,39,9,0.2308,9,0.2308,0,0.0000,39,9,0.2308,9,0.2308,0,0.0000,39,9,0.2308,9,0.2308,0,0.0000,39,9,0.2308,9,0.2308,0,0.0000
lang48,12,12,1.0000,12,1.0000,0,0.0000,12,12,1.0000,12,1.0000,0,0.0000,12,12,1.0000,12,1.0000,0,0.0000,12,12,1.0000,12,1.0000,0,0.0000
lang49,46,1,0.0217,3,0.0652,2,0.0435,46,1,0.0217,3,0.0652,2,0.0435,46,1,0.0217,3,0.0652,2,0.0435,46,1,0.0217,3,0.0652,2,0.0435
lang50,204,204,1.0000,204,1.0000,0,0.0000,204,204,1.0000,204,1.0000,0,0.0000,204,204,1.0000,204,1.0000,0,0.0000,204,204,1.0000,204,1.0000,0,0.0000
lang51,19,19,1.0000,19,1.0000,0,0.0000,19,19,1.0000,19,1.0000,0,0.0000,19,19,1.0000,19,1.0000,0,0.0000,19,19,1.0000,19,1.0000,0,0.0000
lang52,27,27,1.0000,27,1.0000,0,0.0000,27,27,1.0000,27,1.0000,0,0.0000,27,27,1.0000,27,1.0000,0,0.0000,27,27,1.0000,27,1.0000,0,0.0000
lang53,40,40,1.0000,40,1.0000,0,0.0000,40,40,1.0000,40,1.0000,0,0.0000,40,40,1.0000,40,1.0000,0,0.0000,40,40,1.0000,40,1.0000,0,0.0000
lang54,19,4,0.2105,5,0.2632,1,0.0526,19,4,0.2105,5,0.2632,1,0.0526,19,4,0.2105,5,0.2632,1,0.0526,19,4,0.2105,5,0.2632,1,0.0526
lang55,22,8,0.3636,8,0.3636,0,0.0000,22,8,0.3636,8,0.3636,0,0.0000,22,8,0.3636,8,0.3636,0,0.0000,22,8,0.3636,8,0.3636,0,0.0000
lang56,138,138,1.0000,138,1.0000,0,0.0000,138,138,1.0000,138,1.0000,0,0.0000,138,138,1.0000,138,1.0000,0,0.0000,138,138,1.0000,138,1.0000,0,0.0000
lang57,6,6,1.0000,1,0.1667,0,0.0000,6,6,1.0000,1,0.1667,0,0.0000,6,6,1.0000,1,0.1667,0,0.0000,6,6,1.0000,1,0.1667,0,0.0000
lang58,54,54,1.0000,54,1.0000,0,0.0000,54,54,1.0000,54,1.0000,0,0.0000,54,54,1.0000,54,1.0000,0,0.0000,54,54,1.0000,54,1.0000,0,0.0000
lang59,12,6,0.5000,1,0.0833,-5,-0.4167,12,6,0.5000,1,0.0833,-5,-0.4167,12,6,0.5000,1,0.0833,-5,-0.4167,12,6,0.5000,1,0.0833,-5,-0.4167
lang60,64,64,1.0000,64,1.0000,0,0.0000,64,64,1.0000,64,1.0000,0,0.0000,64,64,1.0000,64,1.0000,0,0.0000,64,64,1.0000,64,1.0000,0,0.0000
lang61,67,21,0.3134,17,0.2537,-4,-0.0597,67,21,0.3134,17,0.2537,-4,-0.0597,67,21,0.3134,17,0.2537,-4,-0.0597,67,8,0.1194,4,0.0597,-4,-0.0597
lang62,101,101,1.0000,101,1.0000,0,0.0000,101,101,1.0000,101,1.0000,0,0.0000,101,101,1.0000,101,1.0000,0,0.0000,101,101,1.0000,101,1.0000,0,0.0000
lang63,115,115,1.0000,115,1.0000,0,0.0000,115,115,1.0000,115,1.0000,0,0.0000,115,115,1.0000,115,1.0000,0,0.0000,115,115,1.0000,115,1.0000,0,0.0000
lang64,42,42,1.0000,42,1.0000,0,0.0000,42,42,1.0000,42,1.0000,0,0.0000,42,42,1.0000,42,1.0000,0,0.0000,42,42,1.0000,42,1.0000,0,0.0000
lang65,23,23,1.0000,23,1.0000,0,0.0000,23,23,1.0000,23,1.0000,0,0.0000,23,23,1.0000,23,1.0000,0,0.0000,23,23,1.0000,23,1.0000,0,0.0000
math1,534,16,0.0300,10,0.0187,-6,-0.0112,534,14,0.0262,9,0.0169,-5,-0.0094,534,19,0.0356,11,0.0206,-8,-0.0150,534,19,0.0356,11,0.0206,-8,-0.0150
math2,138,44,0.3188,38,0.2754,-6,-0.0435,138,44,0.3188,38,0.2754,-6,-0.0435,138,44,0.3188,38,0.2754,-6,-0.0435,138,44,0.3188,38,0.2754,-6,-0.0435
math3,18,18,1.0000,18,1.0000,0,0.0000,18,18,1.0000,18,1.0000,0,0.0000,18,18,1.0000,18,1.0000,0,0.0000,18,18,1.0000,18,1.0000,0,0.0000
math4,314,314,1.0000,314,1.0000,0,0.0000,314,314,1.0000,314,1.0000,0,0.0000,314,314,1.0000,314,1.0000,0,0.0000,314,314,1.0000,314,1.0000,0,0.0000
math5,20,1,0.0500,1,0.0500,0,0.0000,20,1,0.0500,1,0.0500,0,0.0000,20,1,0.0500,1,0.0500,0,0.0000,20,1,0.0500,1,0.0500,0,0.0000
math6,2780,2780,1.0000,2780,1.0000,0,0.0000,2780,2780,1.0000,2780,1.0000,0,0.0000,2780,2780,1.0000,2780,1.0000,0,0.0000,2780,2780,1.0000,2780,1.0000,0,0.0000
math7,983,983,1.0000,983,1.0000,0,0.0000,983,983,1.0000,983,1.0000,0,0.0000,983,983,1.0000,983,1.0000,0,0.0000,983,983,1.0000,983,1.0000,0,0.0000
math8,125,125,1.0000,125,1.0000,0,0.0000,125,125,1.0000,125,1.0000,0,0.0000,125,125,1.0000,125,1.0000,0,0.0000,125,125,1.0000,125,1.0000,0,0.0000
math9,113,1,0.0088,3,0.0265,2,0.0177,113,1,0.0088,3,0.0265,2,0.0177,113,1,0.0088,3,0.0265,2,0.0177,113,1,0.0088,3,0.0265,2,0.0177
math10,341,341,1.0000,341,1.0000,0,0.0000,341,341,1.0000,341,1.0000,0,0.0000,341,341,1.0000,341,1.0000,0,0.0000,341,341,1.0000,341,1.0000,0,0.0000
math11,573,31,0.0541,50,0.0873,19,0.0332,573,31,0.0541,50,0.0873,19,0.0332,573,31,0.0541,50,0.0873,19,0.0332,573,31,0.0541,50,0.0873,19,0.0332
math12,445,445,1.0000,445,1.0000,0,0.0000,445,445,1.0000,445,1.0000,0,0.0000,445,445,1.0000,445,1.0000,0,0.0000,445,445,1.0000,445,1.0000,0,0.0000
math13,204,204,1.0000,204,1.0000,0,0.0000,204,204,1.0000,204,1.0000,0,0.0000,204,204,1.0000,204,1.0000,0,0.0000,204,204,1.0000,204,1.0000,0,0.0000
math14,165,165,1.0000,165,1.0000,0,0.0000,165,165,1.0000,165,1.0000,0,0.0000,165,165,1.0000,165,1.0000,0,0.0000,165,165,1.0000,165,1.0000,0,0.0000
math15,796,796,1.0000,796,1.0000,0,0.0000,796,796,1.0000,796,1.0000,0,0.0000,796,796,1.0000,796,1.0000,0,0.0000,796,796,1.0000,796,1.0000,0,0.0000
math16,705,705,1.0000,705,1.0000,0,0.0000,705,705,1.0000,705,1.0000,0,0.0000,705,705,1.0000,705,1.0000,0,0.0000,705,705,1.0000,705,1.0000,0,0.0000
math17,717,717,1.0000,717,1.0000,0,0.0000,717,717,1.0000,717,1.0000,0,0.0000,717,717,1.0000,717,1.0000,0,0.0000,717,717,1.0000,717,1.0000,0,0.0000
math18,1109,1109,1.0000,1109,1.0000,0,0.0000,1109,1109,1.0000,1109,1.0000,0,0.0000,1109,1109,1.0000,1109,1.0000,0,0.0000,1109,1109,1.0000,1109,1.0000,0,0.0000
math19,668,668,1.0000,668,1.0000,0,0.0000,668,668,1.0000,668,1.0000,0,0.0000,668,668,1.0000,668,1.0000,0,0.0000,668,668,1.0000,668,1.0000,0,0.0000
math20,1062,600,0.5650,316,0.2976,-284,-0.2674,1062,600,0.5650,315,0.2966,-285,-0.2684,1062,600,0.5650,316,0.2976,-284,-0.2674,1062,600,0.5650,316,0.2976,-284,-0.2674
math21,212,71,0.3349,78,0.3679,7,0.0330,212,71,0.3349,80,0.3774,9,0.0425,212,72,0.3396,79,0.3726,7,0.0330,212,66,0.3113,75,0.3538,9,0.0425
math22,292,2,0.0068,2,0.0068,0,0.0000,292,2,0.0068,2,0.0068,0,0.0000,292,2,0.0068,2,0.0068,0,0.0000,292,2,0.0068,2,0.0068,0,0.0000
math23,303,303,1.0000,303,1.0000,0,0.0000,303,303,1.0000,303,1.0000,0,0.0000,303,303,1.0000,303,1.0000,0,0.0000,303,303,1.0000,303,1.0000,0,0.0000
math24,310,310,1.0000,310,1.0000,0,0.0000,310,310,1.0000,310,1.0000,0,0.0000,310,310,1.0000,310,1.0000,0,0.0000,309,309,1.0000,309,1.0000,0,0.0000
math25,72,72,1.0000,72,1.0000,0,0.0000,72,72,1.0000,72,1.0000,0,0.0000,72,72,1.0000,72,1.0000,0,0.0000,72,72,1.0000,72,1.0000,0,0.0000
math26,448,48,0.1071,40,0.0893,-8,-0.0179,448,48,0.1071,40,0.0893,-8,-0.0179,448,48,0.1071,40,0.0893,-8,-0.0179,448,48,0.1071,40,0.0893,-8,-0.0179
math27,66,1,0.0152,1,0.0152,0,0.0000,66,1,0.0152,1,0.0152,0,0.0000,66,1,0.0152,1,0.0152,0,0.0000,66,1,0.0152,1,0.0152,0,0.0000
math28,412,412,1.0000,412,1.0000,0,0.0000,412,412,1.0000,412,1.0000,0,0.0000,412,412,1.0000,412,1.0000,0,0.0000,412,412,1.0000,412,1.0000,0,0.0000
math29,206,21,0.1019,32,0.1553,11,0.0534,206,11,0.0534,13,0.0631,2,0.0097,206,65,0.3155,58,0.2816,-7,-0.0340,206,114,0.5534,98,0.4757,-16,-0.0777
