ID,jaccard_fl,jaccard_flash,tarantula_fl,tarantula_flash,ochiai_fl,ochiai_flash,dstar_fl,dstar_flash
lang25,0.875,0.5625,0.875,0.5625,0.875,0.5625,0.875,0.5625
lang26,0.938461538462,0.253846153846,0.938461538462,0.253846153846,0.938461538462,0.253846153846,0.938461538462,0.253846153846
lang27,0.976851851852,0.652777777778,0.976851851852,0.652777777778,0.976851851852,0.652777777778,0.976851851852,0.652777777778
lang28,0.774193548387,0.0645161290323,0.774193548387,0.0645161290323,0.774193548387,0.0645161290323,0.774193548387,0.0645161290323
lang29,0.970588235294,0.779411764706,0.970588235294,0.779411764706,0.970588235294,0.779411764706,0.970588235294,0.779411764706
lang30,0.819444444444,0.263888888889,0.888888888889,0.402777777778,0.833333333333,0.263888888889,0.819444444444,0.263888888889
lang31,0.875,0.5625,0.84375,0.5625,0.84375,0.5625,0.84375,0.5625
lang32,0.868421052632,0.460526315789,0.868421052632,0.460526315789,0.868421052632,0.460526315789,0.868421052632,0.460526315789
lang33,0.949152542373,0.661016949153,0.949152542373,0.661016949153,0.949152542373,0.661016949153,0.949152542373,0.661016949153
lang34,0.868421052632,0.497807017544,0.877192982456,0.508771929825,0.866228070175,0.493421052632,0.866228070175,0.493421052632
lang35,0.814814814815,0.666666666667,0.814814814815,0.666666666667,0.814814814815,0.666666666667,0.814814814815,0.666666666667
lang36,0.976653696498,0.626459143969,0.980544747082,0.642023346304,0.976653696498,0.626459143969,0.972762645914,0.607003891051
lang37,0.923076923077,0.692307692308,0.923076923077,0.692307692308,0.923076923077,0.692307692308,0.923076923077,0.692307692308
lang38,0.913043478261,0.27950310559,0.913043478261,0.27950310559,0.913043478261,0.27950310559,0.913043478261,0.27950310559
lang39,0.960784313725,0.196078431373,0.960784313725,0.196078431373,0.960784313725,0.196078431373,0.960784313725,0.196078431373
lang40,0.25,0.0,0.25,0.0,0.25,0.0,0.25,0.0
lang41,0.88,0.42,0.88,0.42,0.88,0.42,0.88,0.42
lang42,0.91724137931,0.248275862069,0.91724137931,0.248275862069,0.91724137931,0.248275862069,0.91724137931,0.248275862069
lang43,0.851851851852,0.111111111111,0.851851851852,0.111111111111,0.851851851852,0.111111111111,0.851851851852,0.111111111111
lang44,0.954545454545,0.0454545454545,0.954545454545,0.0454545454545,0.954545454545,0.0454545454545,0.954545454545,0.0454545454545
lang45,0.916666666667,0.166666666667,0.916666666667,0.166666666667,0.916666666667,0.166666666667,0.916666666667,0.166666666667
lang46,0.818181818182,0.181818181818,0.818181818182,0.181818181818,0.818181818182,0.181818181818,0.818181818182,0.181818181818
lang47,0.820512820513,0.384615384615,0.820512820513,0.384615384615,0.820512820513,0.384615384615,0.820512820513,0.384615384615
lang48,0.583333333333,0.166666666667,0.583333333333,0.166666666667,0.583333333333,0.166666666667,0.583333333333,0.166666666667
lang49,0.847826086957,0.45652173913,0.847826086957,0.45652173913,0.847826086957,0.45652173913,0.847826086957,0.45652173913
lang50,0.936274509804,0.28431372549,0.946078431373,0.299019607843,0.936274509804,0.28431372549,0.936274509804,0.28431372549
lang51,0.947368421053,0.526315789474,0.947368421053,0.526315789474,0.947368421053,0.526315789474,0.947368421053,0.526315789474
lang52,0.851851851852,0.222222222222,0.851851851852,0.222222222222,0.851851851852,0.222222222222,0.851851851852,0.222222222222
lang53,0.9,0.075,0.9,0.075,0.9,0.075,0.9,0.075
lang54,0.789473684211,0.157894736842,0.789473684211,0.157894736842,0.789473684211,0.157894736842,0.789473684211,0.157894736842
lang55,0.772727272727,0.227272727273,0.772727272727,0.227272727273,0.772727272727,0.227272727273,0.772727272727,0.227272727273
lang56,0.95652173913,0.333333333333,0.95652173913,0.333333333333,0.95652173913,0.333333333333,0.95652173913,0.333333333333
lang57,0.833333333333,0.333333333333,0.833333333333,0.333333333333,0.833333333333,0.333333333333,0.833333333333,0.333333333333
lang58,0.925925925926,0.388888888889,0.925925925926,0.388888888889,0.925925925926,0.388888888889,0.925925925926,0.388888888889
lang59,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
lang60,0.859375,0.234375,0.859375,0.234375,0.859375,0.234375,0.859375,0.234375
lang61,0.880597014925,0.253731343284,0.880597014925,0.253731343284,0.880597014925,0.253731343284,0.880597014925,0.253731343284
lang62,0.950495049505,0.336633663366,0.950495049505,0.336633663366,0.950495049505,0.336633663366,0.950495049505,0.336633663366
lang63,0.913043478261,0.286956521739,0.913043478261,0.286956521739,0.913043478261,0.286956521739,0.913043478261,0.286956521739
lang64,0.809523809524,0.166666666667,0.809523809524,0.166666666667,0.809523809524,0.166666666667,0.809523809524,0.166666666667
lang65,0.869565217391,0.0869565217391,0.869565217391,0.0869565217391,0.869565217391,0.0869565217391,0.869565217391,0.0869565217391
math1,0.949438202247,0.719101123596,0.949438202247,0.719101123596,0.951310861423,0.719101123596,0.949438202247,0.719101123596
math2,0.942028985507,0.384057971014,0.942028985507,0.384057971014,0.942028985507,0.384057971014,0.942028985507,0.384057971014
math3,0.944444444444,0.166666666667,0.944444444444,0.166666666667,0.944444444444,0.166666666667,0.944444444444,0.166666666667
math4,0.936305732484,0.503184713376,0.933121019108,0.5,0.933121019108,0.5,0.929936305732,0.496815286624
math5,0.6,0.35,0.6,0.35,0.6,0.35,0.6,0.35
math6,0.939928057554,0.343165467626,0.946043165468,0.353237410072,0.938489208633,0.339568345324,0.937410071942,0.340287769784
math7,0.932858596134,0.319430315361,0.935910478128,0.319430315361,0.932858596134,0.319430315361,0.932858596134,0.319430315361
math8,0.968,0.312,0.968,0.312,0.968,0.312,0.968,0.312
math9,0.946902654867,0.716814159292,0.946902654867,0.716814159292,0.946902654867,0.716814159292,0.946902654867,0.716814159292
math10,0.91495601173,0.243401759531,0.91495601173,0.243401759531,0.91495601173,0.243401759531,0.91495601173,0.243401759531
math11,0.987783595113,0.521815008726,0.989528795812,0.521815008726,0.989528795812,0.521815008726,0.987783595113,0.521815008726
math12,0.892134831461,0.280898876404,0.889887640449,0.283146067416,0.887640449438,0.280898876404,0.889887640449,0.280898876404
math13,0.93137254902,0.475490196078,0.936274509804,0.480392156863,0.93137254902,0.475490196078,0.93137254902,0.475490196078
math14,0.90303030303,0.4,0.909090909091,0.406060606061,0.90303030303,0.4,0.90303030303,0.4
math15,0.968592964824,0.491206030151,0.968592964824,0.491206030151,0.968592964824,0.491206030151,0.968592964824,0.491206030151
math16,0.964539007092,0.523404255319,0.964539007092,0.523404255319,0.964539007092,0.523404255319,0.965957446809,0.523404255319
math17,0.969316596932,0.495118549512,0.969316596932,0.495118549512,0.969316596932,0.495118549512,0.969316596932,0.495118549512
math18,0.983769161407,0.580703336339,0.984670874662,0.581605049594,0.983769161407,0.580703336339,0.983769161407,0.580703336339
math19,0.980538922156,0.730538922156,0.980538922156,0.730538922156,0.980538922156,0.730538922156,0.980538922156,0.730538922156
math20,0.985875706215,0.580979284369,0.9868173258,0.581920903955,0.9868173258,0.580979284369,0.985875706215,0.580979284369
math21,0.957547169811,0.311320754717,0.962264150943,0.311320754717,0.962264150943,0.311320754717,0.952830188679,0.306603773585
math22,0.931506849315,0.345890410959,0.931506849315,0.349315068493,0.928082191781,0.345890410959,0.928082191781,0.345890410959
math23,0.953795379538,0.412541254125,0.957095709571,0.415841584158,0.953795379538,0.412541254125,0.953795379538,0.412541254125
math24,0.958064516129,0.422580645161,0.961290322581,0.425806451613,0.958064516129,0.422580645161,0.961165048544,0.423948220065
math25,0.958333333333,0.347222222222,0.958333333333,0.347222222222,0.958333333333,0.347222222222,0.958333333333,0.347222222222
math26,0.964285714286,0.796875,0.964285714286,0.796875,0.964285714286,0.796875,0.964285714286,0.796875
math27,0.939393939394,0.545454545455,0.939393939394,0.545454545455,0.939393939394,0.545454545455,0.939393939394,0.545454545455
