Line,BeforeContext,DefaultContext,AfterContext,jaccard,tarantula,ochiai,dstar
org.apache.commons.lang.LocaleUtils#102,627,783,422,0.2500,0.7857,0.5000,0.3333
org.apache.commons.lang.LocaleUtils#103,422,1009,536,0.2500,0.7857,0.5000,0.3333
org.apache.commons.lang.LocaleUtils#104,536,535,52,0.2500,0.7857,0.5000,0.3333
org.apache.commons.lang.LocaleUtils#107,52,39,53,0.2500,0.7857,0.5000,0.3333
org.apache.commons.lang.LocaleUtils#110,41,161,162,0.3333,0.8462,0.5774,0.5000
org.apache.commons.lang.LocaleUtils#113,162,421,422,0.3333,0.8462,0.5774,0.5000
org.apache.commons.lang.LocaleUtils#114,422,1009,536,0.3333,0.8462,0.5774,0.5000
org.apache.commons.lang.LocaleUtils#115,536,535,52,0.3333,0.8462,0.5774,0.5000
org.apache.commons.lang.LocaleUtils#116,1,0,2,0.5000,0.9167,0.7071,1.0000
org.apache.commons.lang.LocaleUtils#192,15,14,16,0.0833,0.5000,0.2887,0.0909
org.apache.commons.lang.LocaleUtils#223,15,14,16,0.0833,0.5000,0.2887,0.0909
org.apache.commons.lang.LocaleUtils#47,-1,-1,-1,0.0833,0.5000,0.2887,0.0909
org.apache.commons.lang.LocaleUtils#49,-1,-1,-1,0.0833,0.5000,0.2887,0.0909
org.apache.commons.lang.LocaleUtils#51,357,355,359,0.0833,0.5000,0.2887,0.0909
org.apache.commons.lang.LocaleUtils#52,359,358,360,0.0833,0.5000,0.2887,0.0909
org.apache.commons.lang.LocaleUtils#53,-1,-1,-1,0.0833,0.5000,0.2887,0.0909
org.apache.commons.lang.LocaleUtils#95,41,520,517,0.2500,0.7857,0.5000,0.3333
org.apache.commons.lang.LocaleUtils#98,517,836,835,0.2500,0.7857,0.5000,0.3333
org.apache.commons.lang.LocaleUtils#99,835,1007,627,0.2500,0.7857,0.5000,0.3333
