Line,BeforeContext,DefaultContext,AfterContext,jaccard,tarantula,ochiai,dstar
org.joda.time.Chronology#63,-1,-1,-1,0.0003,0.5352,0.0172,0.0003
org.joda.time.DateTimeUtils#282,99,100,102,0.0003,0.5514,0.0178,0.0003
org.joda.time.DateTimeUtils#285,102,101,103,0.0004,0.5811,0.0189,0.0004
org.joda.time.DateTimeUtils#39,-1,-1,-1,0.0003,0.5304,0.0171,0.0003
org.joda.time.DateTimeUtils#41,-1,-1,-1,0.0003,0.5304,0.0171,0.0003
org.joda.time.DateTimeUtils#47,90,89,92,0.0003,0.5304,0.0171,0.0003
org.joda.time.DateTimeUtils#48,92,497,499,0.0003,0.5304,0.0171,0.0003
org.joda.time.DateTimeUtils#49,499,684,686,0.0003,0.5304,0.0171,0.0003
org.joda.time.DateTimeUtils#50,686,685,686,0.0003,0.5304,0.0171,0.0003
org.joda.time.DateTimeUtils#51,686,685,686,0.0003,0.5304,0.0171,0.0003
org.joda.time.DateTimeUtils#52,686,685,686,0.0003,0.5304,0.0171,0.0003
org.joda.time.DateTimeUtils#524,-1,-1,-1,0.0003,0.5304,0.0171,0.0003
org.joda.time.DateTimeUtils#53,686,685,686,0.0003,0.5304,0.0171,0.0003
org.joda.time.DateTimeUtils#54,686,685,686,0.0003,0.5304,0.0171,0.0003
org.joda.time.DateTimeUtils#55,686,685,686,0.0003,0.5304,0.0171,0.0003
org.joda.time.DateTimeUtils#56,686,685,686,0.0003,0.5304,0.0171,0.0003
org.joda.time.DateTimeUtils#57,686,3568,1931,0.0003,0.5304,0.0171,0.0003
org.joda.time.DateTimeUtils#58,1931,1935,243,0.0003,0.5304,0.0171,0.0003
org.joda.time.DateTimeUtils#59,243,242,213,0.0003,0.5304,0.0171,0.0003
org.joda.time.DateTimeUtils#60,-1,-1,-1,0.0003,0.5304,0.0171,0.0003
org.joda.time.DateTimeUtils#63,128,120,122,0.0003,0.5304,0.0171,0.0003
org.joda.time.DateTimeUtils#66,-1,-1,-1,0.0003,0.5304,0.0171,0.0003
org.joda.time.DateTimeUtils#67,-1,-1,-1,0.0003,0.5304,0.0171,0.0003
org.joda.time.DateTimeZone#116,208,207,209,0.0003,0.5110,0.0164,0.0003
org.joda.time.DateTimeZone#117,209,206,95,0.0003,0.5110,0.0164,0.0003
org.joda.time.DateTimeZone#118,-1,-1,-1,0.0003,0.5110,0.0164,0.0003
org.joda.time.DateTimeZone#134,49,111,112,0.0003,0.5360,0.0172,0.0003
org.joda.time.DateTimeZone#135,112,110,114,0.0003,0.5360,0.0172,0.0003
org.joda.time.DateTimeZone#136,1154,1152,1155,0.0003,0.5360,0.0172,0.0003
org.joda.time.DateTimeZone#137,72,71,73,0.0003,0.5360,0.0172,0.0003
org.joda.time.DateTimeZone#138,73,68,74,0.0003,0.5360,0.0172,0.0003
org.joda.time.DateTimeZone#139,1058,4068,4070,0.0003,0.5360,0.0172,0.0003
org.joda.time.DateTimeZone#142,49,201,203,0.0003,0.5360,0.0172,0.0003
org.joda.time.DateTimeZone#143,203,202,204,0.0003,0.5360,0.0172,0.0003
org.joda.time.DateTimeZone#144,115,116,117,0.0003,0.5360,0.0172,0.0003
org.joda.time.DateTimeZone#148,-1,-1,-1,0.0003,0.5360,0.0172,0.0003
org.joda.time.DateTimeZone#149,7334,7333,2321,0.0003,0.5360,0.0172,0.0003
org.joda.time.DateTimeZone#154,-1,-1,-1,0.0003,0.5360,0.0172,0.0003
org.joda.time.DateTimeZone#155,4536,5287,5290,0.0003,0.5360,0.0172,0.0003
org.joda.time.DateTimeZone#158,5290,5289,428,0.0003,0.5360,0.0172,0.0003
org.joda.time.DateTimeZone#160,-1,-1,-1,0.0003,0.5360,0.0172,0.0003
org.joda.time.DateTimeZone#162,114,113,103,0.0003,0.5360,0.0172,0.0003
org.joda.time.DateTimeZone#175,49,48,51,0.0003,0.5659,0.0183,0.0003
org.joda.time.DateTimeZone#176,51,-1,7187,0.0003,0.5659,0.0183,0.0003
org.joda.time.DateTimeZone#179,7187,-1,1958,0.0003,0.5659,0.0183,0.0003
org.joda.time.DateTimeZone#182,1958,1956,1973,0.0003,0.5659,0.0183,0.0003
org.joda.time.DateTimeZone#183,115,116,117,0.0003,0.5659,0.0183,0.0003
org.joda.time.DateTimeZone#184,-1,-1,-1,0.0003,0.5659,0.0183,0.0003
org.joda.time.DateTimeZone#185,-1,-1,-1,0.0003,0.5659,0.0183,0.0003
org.joda.time.DateTimeZone#205,76,173,175,0.0003,0.5115,0.0164,0.0003
org.joda.time.DateTimeZone#208,175,571,156,0.0003,0.5115,0.0164,0.0003
org.joda.time.DateTimeZone#211,156,605,153,0.0003,0.5115,0.0164,0.0003
org.joda.time.DateTimeZone#212,153,-1,8423,0.0003,0.5115,0.0164,0.0003
org.joda.time.DateTimeZone#213,15,14,16,0.0003,0.5115,0.0164,0.0003
org.joda.time.DateTimeZone#215,8423,8422,3299,0.0333,0.9926,0.1826,0.0345
org.joda.time.DateTimeZone#216,49,201,203,0.0345,0.9928,0.1857,0.0357
org.joda.time.DateTimeZone#217,203,202,204,0.0345,0.9928,0.1857,0.0357
org.joda.time.DateTimeZone#218,15,14,16,0.5000,0.9997,0.7071,1.0000
org.joda.time.DateTimeZone#220,2803,2801,2804,0.0345,0.9928,0.1857,0.0357
org.joda.time.DateTimeZone#221,2804,2798,514,0.0345,0.9928,0.1857,0.0357
org.joda.time.DateTimeZone#273,76,596,598,0.0161,0.9845,0.1270,0.0164
org.joda.time.DateTimeZone#274,15,14,16,0.5000,0.9997,0.7071,1.0000
org.joda.time.DateTimeZone#276,598,621,604,0.0161,0.9845,0.1270,0.0164
org.joda.time.DateTimeZone#279,604,724,726,0.0161,0.9845,0.1270,0.0164
org.joda.time.DateTimeZone#280,1,0,2,1.0000,1.0000,1.0000,Infinity
org.joda.time.DateTimeZone#282,726,7394,1593,0.0161,0.9845,0.1270,0.0164
org.joda.time.DateTimeZone#284,49,222,224,0.0161,0.9845,0.1270,0.0164
org.joda.time.DateTimeZone#285,224,1456,1250,0.0161,0.9845,0.1270,0.0164
org.joda.time.DateTimeZone#288,115,116,117,0.0172,0.9855,0.1313,0.0175
org.joda.time.DateTimeZone#290,1250,1249,428,0.0161,0.9845,0.1270,0.0164
org.joda.time.DateTimeZone#293,-1,-1,-1,0.0161,0.9845,0.1270,0.0164
org.joda.time.DateTimeZone#294,1612,1611,556,0.0161,0.9845,0.1270,0.0164
org.joda.time.DateTimeZone#304,41,1476,1477,0.0139,0.9820,0.1179,0.0141
org.joda.time.DateTimeZone#307,1477,1472,178,0.0139,0.9820,0.1179,0.0141
org.joda.time.DateTimeZone#308,178,177,179,0.0139,0.9820,0.1179,0.0141
org.joda.time.DateTimeZone#374,76,173,175,0.0103,0.9759,0.1015,0.0104
org.joda.time.DateTimeZone#377,175,281,283,0.0103,0.9759,0.1015,0.0104
org.joda.time.DateTimeZone#378,115,116,117,0.0103,0.9759,0.1015,0.0104
org.joda.time.DateTimeZone#381,422,6400,870,0.0103,0.9759,0.1015,0.0104
org.joda.time.DateTimeZone#382,870,1172,1180,0.0103,0.9759,0.1015,0.0104
org.joda.time.DateTimeZone#383,72,71,73,0.0500,0.9951,0.2236,0.0526
org.joda.time.DateTimeZone#384,73,68,74,0.0500,0.9951,0.2236,0.0526
org.joda.time.DateTimeZone#385,15,14,16,0.0500,0.9951,0.2236,0.0526
