Line,BeforeContext,DefaultContext,AfterContext,jaccard,tarantula,ochiai,dstar
org.apache.commons.math.complex.ComplexFormat#110,259,246,252,0.0286,0.5000,0.1690,0.0588
org.apache.commons.math.complex.ComplexFormat#111,252,249,261,0.0286,0.5000,0.1690,0.0588
org.apache.commons.math.complex.ComplexFormat#112,261,885,487,0.0286,0.5000,0.1690,0.0588
org.apache.commons.math.complex.ComplexFormat#113,487,482,95,0.0286,0.5000,0.1690,0.0588
org.apache.commons.math.complex.ComplexFormat#114,-1,-1,-1,0.0286,0.5000,0.1690,0.0588
org.apache.commons.math.complex.ComplexFormat#237,15,14,16,0.1250,0.8293,0.3536,0.2857
org.apache.commons.math.complex.ComplexFormat#248,90,353,354,0.0286,0.5000,0.1690,0.0588
org.apache.commons.math.complex.ComplexFormat#249,354,352,186,0.0286,0.5000,0.1690,0.0588
org.apache.commons.math.complex.ComplexFormat#250,186,185,88,0.0286,0.5000,0.1690,0.0588
org.apache.commons.math.complex.ComplexFormat#258,15,14,16,0.0417,0.5965,0.2041,0.0870
org.apache.commons.math.complex.ComplexFormat#283,189,188,190,0.0286,0.5000,0.1690,0.0588
org.apache.commons.math.complex.ComplexFormat#284,190,187,179,0.0286,0.5000,0.1690,0.0588
org.apache.commons.math.complex.ComplexFormat#292,15,14,16,0.0345,0.5484,0.1857,0.0714
org.apache.commons.math.complex.ComplexFormat#321,90,1430,1432,0.0769,0.7391,0.2774,0.1667
org.apache.commons.math.complex.ComplexFormat#324,1432,2360,2248,0.0769,0.7391,0.2774,0.1667
org.apache.commons.math.complex.ComplexFormat#327,2248,3418,832,0.0769,0.7391,0.2774,0.1667
org.apache.commons.math.complex.ComplexFormat#328,832,2475,627,0.0769,0.7391,0.2774,0.1667
org.apache.commons.math.complex.ComplexFormat#337,627,731,285,0.0769,0.7391,0.2774,0.1667
org.apache.commons.math.complex.ComplexFormat#338,285,3419,3421,0.0769,0.7391,0.2774,0.1667
org.apache.commons.math.complex.ComplexFormat#339,3421,3420,2257,0.0769,0.7391,0.2774,0.1667
org.apache.commons.math.complex.ComplexFormat#340,2257,2256,2259,0.0769,0.7391,0.2774,0.1667
org.apache.commons.math.complex.ComplexFormat#349,-1,-1,-1,0.1429,0.8500,0.3780,0.3333
org.apache.commons.math.complex.ComplexFormat#350,-1,-1,540,0.1429,0.8500,0.3780,0.3333
org.apache.commons.math.complex.ComplexFormat#361,2259,2258,2261,0.0833,0.7556,0.2887,0.1818
org.apache.commons.math.complex.ComplexFormat#364,2261,3422,832,0.0833,0.7556,0.2887,0.1818
org.apache.commons.math.complex.ComplexFormat#365,832,3423,786,0.0833,0.7556,0.2887,0.1818
org.apache.commons.math.complex.ComplexFormat#374,786,3401,2222,0.0833,0.7556,0.2887,0.1818
org.apache.commons.math.complex.ComplexFormat#375,2222,3415,1505,0.0833,0.7556,0.2887,0.1818
org.apache.commons.math.complex.ComplexFormat#376,1505,1504,1507,0.0833,0.7556,0.2887,0.1818
org.apache.commons.math.complex.ComplexFormat#377,1507,3416,3424,0.0833,0.7556,0.2887,0.1818
org.apache.commons.math.complex.ComplexFormat#399,208,207,209,0.0769,0.7391,0.2774,0.1667
org.apache.commons.math.complex.ComplexFormat#400,209,206,95,0.0769,0.7391,0.2774,0.1667
org.apache.commons.math.complex.ComplexFormat#401,-1,-1,-1,0.0769,0.7391,0.2774,0.1667
org.apache.commons.math.complex.ComplexFormat#411,55,951,953,0.0769,0.7391,0.2774,0.1667
org.apache.commons.math.complex.ComplexFormat#412,953,1092,635,0.0769,0.7391,0.2774,0.1667
org.apache.commons.math.complex.ComplexFormat#413,635,1144,423,0.0769,0.7391,0.2774,0.1667
org.apache.commons.math.complex.ComplexFormat#415,423,406,114,0.0769,0.7391,0.2774,0.1667
org.apache.commons.math.complex.ComplexFormat#418,115,116,117,0.0769,0.7391,0.2774,0.1667
org.apache.commons.math.complex.ComplexFormat#419,-1,-1,-1,0.0769,0.7391,0.2774,0.1667
org.apache.commons.math.complex.ComplexFormat#420,15537,-1,-1,0.0769,0.7391,0.2774,0.1667
org.apache.commons.math.complex.ComplexFormat#422,-1,-1,420,0.0769,0.7391,0.2774,0.1667
org.apache.commons.math.complex.ComplexFormat#423,115,116,117,0.0769,0.7391,0.2774,0.1667
org.apache.commons.math.complex.ComplexFormat#427,114,113,103,0.0769,0.7391,0.2774,0.1667
org.apache.commons.math.complex.ComplexFormat#471,55,951,953,0.0769,0.7391,0.2774,0.1667
org.apache.commons.math.complex.ComplexFormat#472,953,1092,635,0.0769,0.7391,0.2774,0.1667
org.apache.commons.math.complex.ComplexFormat#473,635,1144,423,0.0769,0.7391,0.2774,0.1667
org.apache.commons.math.complex.ComplexFormat#476,423,406,114,0.0769,0.7391,0.2774,0.1667
org.apache.commons.math.complex.ComplexFormat#487,114,113,103,0.0769,0.7391,0.2774,0.1667
org.apache.commons.math.complex.ComplexFormat#508,82,913,914,0.0286,0.5000,0.1690,0.0588
org.apache.commons.math.complex.ComplexFormat#512,914,912,428,0.0286,0.5000,0.1690,0.0588
org.apache.commons.math.complex.ComplexFormat#513,-1,-1,-1,0.0286,0.5000,0.1690,0.0588
org.apache.commons.math.complex.ComplexFormat#522,82,913,914,0.0286,0.5000,0.1690,0.0588
org.apache.commons.math.complex.ComplexFormat#526,914,912,428,0.0286,0.5000,0.1690,0.0588
org.apache.commons.math.complex.ComplexFormat#527,-1,-1,-1,0.0286,0.5000,0.1690,0.0588
org.apache.commons.math.complex.ComplexFormat#536,82,913,914,0.0286,0.5000,0.1690,0.0588
org.apache.commons.math.complex.ComplexFormat#540,914,912,428,0.0286,0.5000,0.1690,0.0588
org.apache.commons.math.complex.ComplexFormat#541,-1,-1,-1,0.0286,0.5000,0.1690,0.0588
org.apache.commons.math.complex.ComplexFormat#58,196,195,197,0.1250,0.8293,0.3536,0.2857
org.apache.commons.math.complex.ComplexFormat#59,-1,-1,-1,0.1250,0.8293,0.3536,0.2857
org.apache.commons.math.complex.ComplexFormat#67,196,195,197,0.0286,0.5000,0.1690,0.0588
org.apache.commons.math.complex.ComplexFormat#68,-1,-1,-1,0.0286,0.5000,0.1690,0.0588
org.apache.commons.math.complex.ComplexFormat#97,196,195,197,0.0286,0.5000,0.1690,0.0588
org.apache.commons.math.complex.ComplexFormat#98,-1,-1,-1,0.0286,0.5000,0.1690,0.0588
