Line,BeforeContext,DefaultContext,AfterContext,jaccard,tarantula,ochiai,dstar
org.apache.commons.lang3.ArrayUtils#100,-1,-1,-1,0.0087,0.6380,0.0935,0.0176
org.apache.commons.lang3.ArrayUtils#104,-1,-1,-1,0.0087,0.6380,0.0935,0.0176
org.apache.commons.lang3.ArrayUtils#108,-1,-1,-1,0.0087,0.6380,0.0935,0.0176
org.apache.commons.lang3.ArrayUtils#112,-1,-1,-1,0.0087,0.6380,0.0935,0.0176
org.apache.commons.lang3.ArrayUtils#116,-1,-1,-1,0.0087,0.6380,0.0935,0.0176
org.apache.commons.lang3.ArrayUtils#120,-1,-1,-1,0.0087,0.6380,0.0935,0.0176
org.apache.commons.lang3.ArrayUtils#124,-1,-1,-1,0.0087,0.6380,0.0935,0.0176
org.apache.commons.lang3.ArrayUtils#128,-1,-1,-1,0.0087,0.6380,0.0935,0.0176
org.apache.commons.lang3.ArrayUtils#3279,99,100,102,0.1333,0.9685,0.3651,0.3077
org.apache.commons.lang3.ArrayUtils#3282,102,101,103,0.1333,0.9685,0.3651,0.3077
org.apache.commons.lang3.ArrayUtils#56,-1,-1,-1,0.0087,0.6380,0.0935,0.0176
org.apache.commons.lang3.ArrayUtils#60,-1,-1,-1,0.0087,0.6380,0.0935,0.0176
org.apache.commons.lang3.ArrayUtils#64,-1,-1,-1,0.0087,0.6380,0.0935,0.0176
org.apache.commons.lang3.ArrayUtils#68,-1,-1,-1,0.0087,0.6380,0.0935,0.0176
org.apache.commons.lang3.ArrayUtils#72,-1,-1,-1,0.0087,0.6380,0.0935,0.0176
org.apache.commons.lang3.ArrayUtils#76,-1,-1,-1,0.0087,0.6380,0.0935,0.0176
org.apache.commons.lang3.ArrayUtils#80,-1,-1,-1,0.0087,0.6380,0.0935,0.0176
org.apache.commons.lang3.ArrayUtils#84,-1,-1,-1,0.0087,0.6380,0.0935,0.0176
org.apache.commons.lang3.ArrayUtils#88,-1,-1,-1,0.0087,0.6380,0.0935,0.0176
org.apache.commons.lang3.ArrayUtils#92,-1,-1,-1,0.0087,0.6380,0.0935,0.0176
org.apache.commons.lang3.ArrayUtils#96,-1,-1,-1,0.0087,0.6380,0.0935,0.0176
org.apache.commons.lang3.StringUtils#1441,41,161,162,0.3333,0.9901,0.5774,1.0000
org.apache.commons.lang3.StringUtils#1444,162,1050,811,0.3333,0.9901,0.5774,1.0000
org.apache.commons.lang3.StringUtils#1445,811,810,430,0.3333,0.9901,0.5774,1.0000
org.apache.commons.lang3.StringUtils#1446,430,408,220,0.3333,0.9901,0.5774,1.0000
org.apache.commons.lang3.StringUtils#1447,216,1444,1455,0.3333,0.9901,0.5774,1.0000
org.apache.commons.lang3.StringUtils#1448,1455,1454,755,0.3333,0.9901,0.5774,1.0000
org.apache.commons.lang3.StringUtils#1449,135,134,136,0.3333,0.9901,0.5774,1.0000
org.apache.commons.lang3.StringUtils#1452,15,14,16,0.3333,0.9901,0.5774,1.0000
org.apache.commons.lang3.StringUtils#1487,99,100,102,0.3333,0.9950,0.5000,0.5000
org.apache.commons.lang3.StringUtils#1490,102,101,103,0.3333,0.9950,0.5000,0.5000
org.apache.commons.lang3.StringUtils#194,15,14,16,0.0215,0.8147,0.1466,0.0440
