Line,BeforeContext,DefaultContext,AfterContext,jaccard,tarantula,ochiai,dstar
org.apache.commons.lang3.time.FastDateFormat#1003,357,503,505,0.0213,0.5000,0.1459,0.0217
org.apache.commons.lang3.time.FastDateFormat#1004,505,504,507,0.0213,0.5000,0.1459,0.0217
org.apache.commons.lang3.time.FastDateFormat#1005,507,506,24,0.0213,0.5000,0.1459,0.0217
org.apache.commons.lang3.time.FastDateFormat#1006,24,508,24,0.0213,0.5000,0.1459,0.0217
org.apache.commons.lang3.time.FastDateFormat#1007,24,509,511,0.0213,0.5000,0.1459,0.0217
org.apache.commons.lang3.time.FastDateFormat#1008,511,510,513,0.0213,0.5000,0.1459,0.0217
org.apache.commons.lang3.time.FastDateFormat#1009,513,512,514,0.0213,0.5000,0.1459,0.0217
org.apache.commons.lang3.time.FastDateFormat#111,-1,-1,-1,0.0213,0.5000,0.1459,0.0217
org.apache.commons.lang3.time.FastDateFormat#1115,-1,-1,-1,0.0278,0.5679,0.1667,0.0286
org.apache.commons.lang3.time.FastDateFormat#1116,115,116,117,0.0278,0.5679,0.1667,0.0286
org.apache.commons.lang3.time.FastDateFormat#1117,-1,-1,-1,0.0278,0.5679,0.1667,0.0286
org.apache.commons.lang3.time.FastDateFormat#112,-1,-1,-1,0.0213,0.5000,0.1459,0.0217
org.apache.commons.lang3.time.FastDateFormat#1123,15,14,16,0.0278,0.5679,0.1667,0.0286
org.apache.commons.lang3.time.FastDateFormat#113,-1,-1,-1,0.0213,0.5000,0.1459,0.0217
org.apache.commons.lang3.time.FastDateFormat#1130,128,120,122,0.5000,0.9787,0.7071,1.0000
org.apache.commons.lang3.time.FastDateFormat#1131,-1,-1,-1,0.5000,0.9787,0.7071,1.0000
org.apache.commons.lang3.time.FastDateFormat#114,-1,-1,-1,0.0213,0.5000,0.1459,0.0217
org.apache.commons.lang3.time.FastDateFormat#1148,-1,-1,-1,0.0270,0.5610,0.1644,0.0278
org.apache.commons.lang3.time.FastDateFormat#1149,20,848,849,0.0270,0.5610,0.1644,0.0278
org.apache.commons.lang3.time.FastDateFormat#115,-1,-1,-1,0.0213,0.5000,0.1459,0.0217
org.apache.commons.lang3.time.FastDateFormat#1150,849,833,13,0.0270,0.5610,0.1644,0.0278
org.apache.commons.lang3.time.FastDateFormat#1151,-1,-1,-1,0.0270,0.5610,0.1644,0.0278
org.apache.commons.lang3.time.FastDateFormat#1157,216,214,218,0.0270,0.5610,0.1644,0.0278
