Line,BeforeContext,DefaultContext,AfterContext,jaccard,tarantula,ochiai,dstar
org.mockito.Answers#26,-1,-1,-1,0.0276,0.5062,0.1662,0.7388
org.mockito.Answers#34,-1,-1,-1,0.0276,0.5062,0.1662,0.7388
org.mockito.Answers#43,-1,-1,-1,0.0276,0.5062,0.1662,0.7388
org.mockito.Answers#52,-1,-1,-1,0.0276,0.5062,0.1662,0.7388
org.mockito.Answers#62,-1,-1,-1,0.0276,0.5062,0.1662,0.7388
org.mockito.Answers#71,-1,-1,-1,0.0276,0.5062,0.1662,0.7388
org.mockito.Answers#76,-1,-1,-1,0.0276,0.5062,0.1662,0.7388
org.mockito.Answers#77,115,116,117,0.0276,0.5062,0.1662,0.7388
org.mockito.Answers#78,-1,-1,-1,0.0276,0.5062,0.1662,0.7388
org.mockito.Answers#90,15,14,16,0.0428,0.6175,0.2070,1.1635
org.mockito.ArgumentMatcher#60,-1,-1,-1,0.0506,0.6578,0.2249,1.3852
org.mockito.BDDMockito#132,-1,-1,-1,0.1020,0.8869,0.1853,0.5682
org.mockito.BDDMockito#133,115,116,117,0.1020,0.8869,0.1853,0.5682
org.mockito.BDDMockito#134,-1,-1,-1,0.1020,0.8869,0.1853,0.5682
org.mockito.BDDMockito#154,15,14,16,0.1163,0.9139,0.2091,0.6579
org.mockito.BDDMockito#182,15,14,16,0.0370,0.9730,0.1387,0.0385
org.mockito.BDDMockito#191,15,14,16,0.1020,0.8869,0.1853,0.5682
org.mockito.Matchers#100,-1,-1,-1,0.0277,0.5065,0.1663,0.7396
org.mockito.Matchers#200,15,14,16,0.0455,0.8003,0.0877,0.0952
org.mockito.Matchers#227,15,14,16,0.2963,0.9965,0.5230,3.3684
org.mockito.Matchers#244,15,14,16,0.0256,0.7351,0.0524,0.0263
org.mockito.Matchers#270,15,14,16,0.0317,0.6610,0.0628,0.0656
org.mockito.Matchers#406,15,14,16,0.1290,0.9665,0.2615,0.5926
org.mockito.Matchers#523,15,14,16,0.0217,0.6433,0.0428,0.0222
org.mockito.Matchers#809,15,14,16,0.0816,0.7725,0.2301,1.4222
org.mockito.Mockito#1069,-1,-1,-1,0.0277,0.5065,0.1663,0.7396
org.mockito.Mockito#1080,-1,-1,-1,0.0277,0.5065,0.1663,0.7396
org.mockito.Mockito#1112,-1,-1,-1,0.0277,0.5065,0.1663,0.7396
org.mockito.Mockito#1125,-1,-1,-1,0.0277,0.5065,0.1663,0.7396
org.mockito.Mockito#1212,-1,-1,-1,0.0277,0.5065,0.1663,0.7396
org.mockito.Mockito#1246,-1,-1,-1,0.0277,0.5065,0.1663,0.7396
org.mockito.Mockito#1256,15,14,16,0.0324,0.5544,0.1340,0.4689
org.mockito.Mockito#1378,15,14,16,0.0288,0.5171,0.1698,0.7717
org.mockito.Mockito#1550,15,14,16,0.0333,0.9002,0.0877,0.0345
org.mockito.Mockito#1616,15,14,16,0.0669,0.7305,0.2074,1.1480
org.mockito.Mockito#1647,15,14,16,0.0298,0.5595,0.0809,0.1534
org.mockito.Mockito#1673,15,14,16,0.0280,0.5720,0.0642,0.0865
org.mockito.Mockito#1804,15,14,16,0.0500,0.8375,0.0981,0.1053
org.mockito.Mockito#2028,15,14,16,0.0061,0.2072,0.0166,0.0061
org.mockito.Mockito#2111,15,14,16,0.0284,0.5299,0.0966,0.2336
org.mockito.Mockito#2346,128,120,122,0.0506,0.7314,0.1039,0.2133
org.mockito.Mockito#2347,-1,-1,-1,0.0506,0.7314,0.1039,0.2133
