Line,BeforeContext,DefaultContext,AfterContext,jaccard,tarantula,ochiai,dstar
org.mockito.Answers#25,-1,-1,-1,0.0014,0.5065,0.0371,0.0014
org.mockito.Answers#27,-1,-1,-1,0.0014,0.5065,0.0371,0.0014
org.mockito.Answers#28,-1,-1,-1,0.0014,0.5065,0.0371,0.0014
org.mockito.Answers#29,-1,-1,-1,0.0014,0.5065,0.0371,0.0014
org.mockito.Answers#30,-1,-1,-1,0.0014,0.5065,0.0371,0.0014
org.mockito.Answers#31,-1,-1,-1,0.0014,0.5065,0.0371,0.0014
org.mockito.Answers#36,-1,-1,-1,0.0014,0.5065,0.0371,0.0014
org.mockito.Answers#37,115,116,117,0.0014,0.5065,0.0371,0.0014
org.mockito.Answers#38,-1,-1,-1,0.0014,0.5065,0.0371,0.0014
org.mockito.Answers#41,15,14,16,0.0014,0.5065,0.0371,0.0014
org.mockito.ArgumentMatcher#57,-1,-1,-1,0.0025,0.6495,0.0498,0.0025
org.mockito.Matchers#95,-1,-1,-1,0.0014,0.5065,0.0371,0.0014
org.mockito.Mockito#1082,15,14,16,0.0065,0.8296,0.0806,0.0065
org.mockito.Mockito#1113,15,14,16,0.0075,0.8495,0.0867,0.0076
org.mockito.Mockito#1139,15,14,16,0.0141,0.9141,0.1187,0.0143
org.mockito.Mockito#1481,15,14,16,0.0042,0.7602,0.0651,0.0043
org.mockito.Mockito#1502,15,14,16,0.1000,0.9881,0.3162,0.1111
org.mockito.Mockito#1681,15,14,16,0.0014,0.5085,0.0372,0.0014
org.mockito.Mockito#646,-1,-1,-1,0.0014,0.5065,0.0371,0.0014
org.mockito.Mockito#657,-1,-1,-1,0.0014,0.5065,0.0371,0.0014
org.mockito.Mockito#689,-1,-1,-1,0.0014,0.5065,0.0371,0.0014
org.mockito.Mockito#702,-1,-1,-1,0.0014,0.5065,0.0371,0.0014
org.mockito.Mockito#743,-1,-1,-1,0.0014,0.5065,0.0371,0.0014
org.mockito.Mockito#777,-1,-1,-1,0.0014,0.5065,0.0371,0.0014
org.mockito.Mockito#893,15,14,16,0.0015,0.5217,0.0382,0.0015
org.mockito.MockitoAnnotations#101,55,1473,1475,0.0013,0.5003,0.0366,0.0013
org.mockito.MockitoAnnotations#102,1475,1562,1563,0.0013,0.5003,0.0366,0.0013
org.mockito.MockitoAnnotations#103,1563,1550,1561,0.0013,0.5003,0.0366,0.0013
org.mockito.MockitoAnnotations#104,238,492,486,0.0015,0.5206,0.0382,0.0015
org.mockito.MockitoAnnotations#107,128,120,122,0.0015,0.5213,0.0382,0.0015
org.mockito.MockitoAnnotations#110,486,481,493,0.0015,0.5228,0.0383,0.0015
org.mockito.MockitoAnnotations#112,-1,-1,-1,0.0013,0.5003,0.0366,0.0013
org.mockito.MockitoAnnotations#116,129,3556,3550,0.0015,0.5210,0.0382,0.0015
org.mockito.MockitoAnnotations#117,3550,3551,1561,0.0015,0.5210,0.0382,0.0015
org.mockito.MockitoAnnotations#118,49,201,203,0.0028,0.6804,0.0534,0.0029
org.mockito.MockitoAnnotations#119,203,202,204,0.0028,0.6804,0.0534,0.0029
org.mockito.MockitoAnnotations#120,211,13950,13952,0.0029,0.6860,0.0541,0.0029
org.mockito.MockitoAnnotations#121,13952,13951,4658,0.0029,0.6860,0.0541,0.0029
org.mockito.MockitoAnnotations#123,128,120,122,0.0029,0.6860,0.0541,0.0029
org.mockito.MockitoAnnotations#127,-1,-1,-1,0.0029,0.6860,0.0541,0.0029
org.mockito.MockitoAnnotations#130,-1,-1,-1,0.0015,0.5213,0.0382,0.0015
org.mockito.MockitoAnnotations#133,135,134,136,0.0029,0.6860,0.0541,0.0029
org.mockito.MockitoAnnotations#136,-1,-1,-1,0.0029,0.6860,0.0541,0.0029
org.mockito.MockitoAnnotations#89,41,40,43,0.0013,0.5003,0.0366,0.0013
org.mockito.MockitoAnnotations#93,43,8891,3767,0.0013,0.5003,0.0366,0.0013
org.mockito.MockitoAnnotations#94,3767,3765,1429,0.0013,0.5003,0.0366,0.0013
org.mockito.MockitoAnnotations#95,211,210,212,0.0013,0.5003,0.0366,0.0013
org.mockito.MockitoAnnotations#96,212,205,213,0.0013,0.5003,0.0366,0.0013
org.mockito.MockitoAnnotations#98,-1,-1,-1,0.0013,0.5003,0.0366,0.0013
org.mockito.configuration.DefaultMockitoConfiguration#20,-1,-1,-1,0.0013,0.5000,0.0366,0.0013
org.mockito.configuration.DefaultMockitoConfiguration#32,15,14,16,0.0024,0.6395,0.0487,0.0024
org.mockito.configuration.DefaultMockitoConfiguration#39,15,14,16,0.0015,0.5206,0.0382,0.0015
org.mockito.exceptions.Reporter#44,-1,-1,-1,0.0013,0.5000,0.0366,0.0013
org.mockito.internal.MockHandler#103,354,352,186,0.0022,0.6162,0.0464,0.0022
org.mockito.internal.MockHandler#104,186,185,88,0.0022,0.6162,0.0464,0.0022
org.mockito.internal.MockHandler#37,-1,-1,-1,0.0014,0.5103,0.0374,0.0014
org.mockito.internal.MockHandler#38,-1,-1,-1,0.0014,0.5103,0.0374,0.0014
org.mockito.internal.MockHandler#42,-1,-1,-1,0.0014,0.5103,0.0374,0.0014
org.mockito.internal.MockHandler#43,20,19,22,0.0014,0.5103,0.0374,0.0014
org.mockito.internal.MockHandler#44,22,21,24,0.0014,0.5103,0.0374,0.0014
org.mockito.internal.MockHandler#45,24,1151,98,0.0014,0.5103,0.0374,0.0014
org.mockito.internal.MockHandler#46,98,97,13,0.0014,0.5103,0.0374,0.0014
org.mockito.internal.MockHandler#47,-1,-1,-1,0.0014,0.5103,0.0374,0.0014
org.mockito.internal.MockHandler#59,41,161,162,0.0019,0.5885,0.0438,0.0019
org.mockito.internal.MockHandler#66,162,2208,547,0.0019,0.5922,0.0441,0.0019
org.mockito.internal.MockHandler#68,547,2209,2210,0.0019,0.5927,0.0442,0.0020
org.mockito.internal.MockHandler#71,2210,2207,2212,0.0020,0.5936,0.0442,0.0020
org.mockito.internal.MockHandler#74,2212,7240,4470,0.0020,0.5936,0.0442,0.0020
