Line,BeforeContext,DefaultContext,AfterContext,jaccard,tarantula,ochiai,dstar
org.apache.commons.lang.text.ExtendedMessageFormat#112,196,195,197,0.3333,0.7500,0.5774,0.5000
org.apache.commons.lang.text.ExtendedMessageFormat#124,259,3154,3157,0.1429,0.5000,0.3780,0.1667
org.apache.commons.lang.text.ExtendedMessageFormat#125,3157,12073,12074,0.1429,0.5000,0.3780,0.1667
org.apache.commons.lang.text.ExtendedMessageFormat#126,12074,-1,4077,0.1429,0.5000,0.3780,0.1667
org.apache.commons.lang.text.ExtendedMessageFormat#127,4077,4082,386,0.1429,0.5000,0.3780,0.1667
org.apache.commons.lang.text.ExtendedMessageFormat#143,41,161,162,0.1429,0.5000,0.3780,0.1667
org.apache.commons.lang.text.ExtendedMessageFormat#144,2090,-1,-1,0.1429,0.5000,0.3780,0.1667
org.apache.commons.lang.text.ExtendedMessageFormat#145,-1,-1,-1,0.1429,0.5000,0.3780,0.1667
org.apache.commons.lang.text.ExtendedMessageFormat#146,-1,-1,514,0.1429,0.5000,0.3780,0.1667
org.apache.commons.lang.text.ExtendedMessageFormat#148,162,630,285,0.2500,0.6667,0.5000,0.3333
org.apache.commons.lang.text.ExtendedMessageFormat#149,285,631,633,0.2500,0.6667,0.5000,0.3333
org.apache.commons.lang.text.ExtendedMessageFormat#150,633,632,633,0.2500,0.6667,0.5000,0.3333
org.apache.commons.lang.text.ExtendedMessageFormat#152,633,632,633,0.2500,0.6667,0.5000,0.3333
org.apache.commons.lang.text.ExtendedMessageFormat#153,633,1316,782,0.2500,0.6667,0.5000,0.3333
org.apache.commons.lang.text.ExtendedMessageFormat#154,782,-1,-1,0.2500,0.6667,0.5000,0.3333
org.apache.commons.lang.text.ExtendedMessageFormat#155,-1,-1,-1,0.2500,0.6667,0.5000,0.3333
org.apache.commons.lang.text.ExtendedMessageFormat#156,1974,1952,1957,0.2500,0.6667,0.5000,0.3333
org.apache.commons.lang.text.ExtendedMessageFormat#158,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang.text.ExtendedMessageFormat#159,-1,-1,2894,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang.text.ExtendedMessageFormat#187,208,207,209,0.2500,0.6667,0.5000,0.3333
org.apache.commons.lang.text.ExtendedMessageFormat#188,209,206,95,0.2500,0.6667,0.5000,0.3333
org.apache.commons.lang.text.ExtendedMessageFormat#403,85,70,87,0.2500,0.6667,0.5000,0.3333
org.apache.commons.lang.text.ExtendedMessageFormat#404,87,86,88,0.2500,0.6667,0.5000,0.3333
org.apache.commons.lang.text.ExtendedMessageFormat#419,55,342,344,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang.text.ExtendedMessageFormat#420,344,875,626,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang.text.ExtendedMessageFormat#421,626,887,753,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang.text.ExtendedMessageFormat#422,15,14,16,1.0000,1.0000,1.0000,Infinity
