Line,BeforeContext,DefaultContext,AfterContext,jaccard,tarantula,ochiai,dstar
org.joda.time.Chronology#63,-1,-1,-1,0.0039,0.5041,0.0624,0.0195
org.joda.time.DateTimeField#33,-1,-1,-1,0.0039,0.5043,0.0624,0.0195
org.joda.time.DateTimeFieldType#100,-1,-1,-1,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#103,-1,-1,-1,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#106,-1,-1,-1,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#110,-1,-1,-1,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#113,-1,-1,-1,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#116,-1,-1,-1,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#119,-1,-1,-1,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#122,-1,-1,-1,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#125,-1,-1,-1,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#128,-1,-1,-1,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#131,-1,-1,-1,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#134,-1,-1,-1,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#137,-1,-1,-1,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#140,-1,-1,-1,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#153,106,271,272,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#154,272,270,273,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#155,-1,-1,-1,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#164,15,14,16,0.0039,0.5045,0.0624,0.0195
org.joda.time.DateTimeFieldType#173,15,14,16,0.0039,0.5045,0.0624,0.0195
org.joda.time.DateTimeFieldType#182,15,14,16,0.0039,0.5045,0.0624,0.0195
org.joda.time.DateTimeFieldType#191,15,14,16,0.0039,0.5045,0.0624,0.0195
org.joda.time.DateTimeFieldType#200,15,14,16,0.0039,0.5043,0.0624,0.0195
org.joda.time.DateTimeFieldType#209,15,14,16,0.0039,0.5045,0.0624,0.0195
org.joda.time.DateTimeFieldType#218,15,14,16,0.0039,0.5045,0.0624,0.0195
org.joda.time.DateTimeFieldType#227,15,14,16,0.0039,0.5043,0.0624,0.0195
org.joda.time.DateTimeFieldType#236,15,14,16,0.0039,0.5045,0.0624,0.0195
org.joda.time.DateTimeFieldType#245,15,14,16,0.0039,0.5045,0.0624,0.0195
org.joda.time.DateTimeFieldType#254,15,14,16,0.0039,0.5045,0.0624,0.0195
org.joda.time.DateTimeFieldType#264,15,14,16,0.0039,0.5045,0.0624,0.0195
org.joda.time.DateTimeFieldType#273,15,14,16,0.0039,0.5043,0.0624,0.0195
org.joda.time.DateTimeFieldType#282,15,14,16,0.0039,0.5045,0.0624,0.0195
org.joda.time.DateTimeFieldType#291,15,14,16,0.0039,0.5045,0.0624,0.0195
org.joda.time.DateTimeFieldType#300,15,14,16,0.0039,0.5045,0.0624,0.0195
org.joda.time.DateTimeFieldType#309,15,14,16,0.0039,0.5045,0.0624,0.0195
org.joda.time.DateTimeFieldType#318,15,14,16,0.0039,0.5045,0.0624,0.0195
org.joda.time.DateTimeFieldType#327,15,14,16,0.0039,0.5043,0.0624,0.0195
org.joda.time.DateTimeFieldType#336,15,14,16,0.0039,0.5045,0.0624,0.0195
org.joda.time.DateTimeFieldType#345,15,14,16,0.0039,0.5045,0.0624,0.0195
org.joda.time.DateTimeFieldType#354,15,14,16,0.0039,0.5045,0.0624,0.0195
org.joda.time.DateTimeFieldType#363,15,14,16,0.0039,0.5045,0.0624,0.0195
org.joda.time.DateTimeFieldType#444,106,105,104,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#445,104,1382,1384,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#446,1384,1630,98,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#447,98,97,13,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#448,-1,-1,-1,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#452,15,14,16,0.0039,0.5045,0.0624,0.0195
org.joda.time.DateTimeFieldType#480,6507,-1,-1,0.0086,0.6922,0.0925,0.0432
org.joda.time.DateTimeFieldType#482,-1,-1,11607,0.0086,0.6922,0.0925,0.0432
org.joda.time.DateTimeFieldType#492,-1,-1,-1,0.0109,0.7415,0.1044,0.0551
org.joda.time.DateTimeFieldType#496,-1,-1,-1,0.0108,0.7394,0.1038,0.0545
org.joda.time.DateTimeFieldType#498,-1,-1,-1,0.0115,0.7526,0.1075,0.0584
org.joda.time.DateTimeFieldType#516,-1,-1,-1,0.0116,0.7530,0.1076,0.0585
org.joda.time.DateTimeFieldType#520,-1,-1,-1,0.0117,0.7557,0.1083,0.0594
org.joda.time.DateTimeFieldType#522,-1,-1,-1,0.0169,0.8173,0.1300,0.0859
org.joda.time.DateTimeFieldType#524,-1,-1,-1,0.0137,0.7834,0.1170,0.0694
org.joda.time.DateTimeFieldType#73,-1,-1,-1,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#76,-1,-1,-1,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#79,-1,-1,-1,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#82,-1,-1,-1,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#85,-1,-1,-1,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#88,-1,-1,-1,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#91,-1,-1,-1,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#94,-1,-1,-1,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeFieldType#97,-1,-1,-1,0.0039,0.5039,0.0623,0.0195
org.joda.time.DateTimeUtils#100,211,210,212,0.0044,0.5325,0.0660,0.0219
org.joda.time.DateTimeUtils#101,212,205,213,0.0044,0.5325,0.0660,0.0219
org.joda.time.DateTimeUtils#102,-1,-1,-1,0.0044,0.5325,0.0660,0.0219
org.joda.time.DateTimeUtils#114,211,210,212,0.0044,0.5325,0.0660,0.0219
org.joda.time.DateTimeUtils#115,212,205,213,0.0044,0.5325,0.0660,0.0219
org.joda.time.DateTimeUtils#116,-1,-1,-1,0.0044,0.5325,0.0660,0.0219
org.joda.time.DateTimeUtils#161,49,201,203,0.0044,0.5325,0.0660,0.0219
org.joda.time.DateTimeUtils#162,203,202,204,0.0044,0.5325,0.0660,0.0219
org.joda.time.DateTimeUtils#165,-1,-1,-1,0.0044,0.5325,0.0660,0.0219
org.joda.time.DateTimeUtils#178,99,100,102,0.0138,0.7843,0.1174,0.0698
org.joda.time.DateTimeUtils#181,102,101,103,0.0142,0.7891,0.1190,0.0718
org.joda.time.DateTimeUtils#196,41,520,517,0.0148,0.7968,0.1218,0.0753
org.joda.time.DateTimeUtils#199,517,1145,158,0.0151,0.7998,0.1229,0.0767
org.joda.time.DateTimeUtils#200,158,157,114,0.0151,0.7998,0.1229,0.0767
org.joda.time.DateTimeUtils#203,114,113,103,0.0151,0.7998,0.1229,0.0767
org.joda.time.DateTimeUtils#284,99,100,102,0.0039,0.5074,0.0628,0.0198
org.joda.time.DateTimeUtils#287,102,101,103,0.0040,0.5082,0.0629,0.0198
org.joda.time.DateTimeUtils#41,-1,-1,-1,0.0038,0.5006,0.0619,0.0192
org.joda.time.DateTimeUtils#43,-1,-1,-1,0.0038,0.5006,0.0619,0.0192
org.joda.time.DateTimeUtils#49,90,89,92,0.0038,0.5006,0.0619,0.0192
org.joda.time.DateTimeUtils#50,92,497,499,0.0038,0.5006,0.0619,0.0192
org.joda.time.DateTimeUtils#51,499,684,686,0.0038,0.5006,0.0619,0.0192
org.joda.time.DateTimeUtils#52,686,685,686,0.0038,0.5006,0.0619,0.0192
org.joda.time.DateTimeUtils#526,-1,-1,-1,0.0038,0.5006,0.0619,0.0192
org.joda.time.DateTimeUtils#53,686,685,686,0.0038,0.5006,0.0619,0.0192
org.joda.time.DateTimeUtils#54,686,685,686,0.0038,0.5006,0.0619,0.0192
org.joda.time.DateTimeUtils#547,-1,-1,-1,0.0044,0.5325,0.0660,0.0219
org.joda.time.DateTimeUtils#548,115,116,117,0.0044,0.5325,0.0660,0.0219
org.joda.time.DateTimeUtils#549,-1,-1,-1,0.0044,0.5325,0.0660,0.0219
