Line,BeforeContext,DefaultContext,AfterContext,jaccard,tarantula,ochiai,dstar
org.apache.commons.math3.complex.Complex#100,22,21,24,0.0047,0.5298,0.0684,0.0047
org.apache.commons.math3.complex.Complex#102,24,1151,98,0.0047,0.5298,0.0684,0.0047
org.apache.commons.math3.complex.Complex#103,98,97,13,0.0047,0.5298,0.0684,0.0047
org.apache.commons.math3.complex.Complex#105,-1,-1,-1,0.0047,0.5298,0.0684,0.0047
org.apache.commons.math3.complex.Complex#1228,15,14,16,1.0000,1.0000,1.0000,Infinity
org.apache.commons.math3.complex.Complex#300,76,596,598,0.1667,0.9796,0.4082,0.2000
org.apache.commons.math3.complex.Complex#304,598,600,602,0.2000,0.9836,0.4472,0.2500
org.apache.commons.math3.complex.Complex#305,15,14,16,1.0000,1.0000,1.0000,Infinity
org.apache.commons.math3.complex.Complex#340,76,319,321,0.0159,0.7947,0.1260,0.0161
org.apache.commons.math3.complex.Complex#343,321,320,133,0.0213,0.8392,0.1459,0.0217
org.apache.commons.math3.complex.Complex#344,49,201,203,0.0222,0.8451,0.1491,0.0227
org.apache.commons.math3.complex.Complex#345,203,202,204,0.0222,0.8451,0.1491,0.0227
org.apache.commons.math3.complex.Complex#348,15,14,16,0.0238,0.8541,0.1543,0.0244
org.apache.commons.math3.complex.Complex#59,-1,-1,-1,0.0047,0.5298,0.0684,0.0047
org.apache.commons.math3.complex.Complex#62,-1,-1,-1,0.0047,0.5298,0.0684,0.0047
org.apache.commons.math3.complex.Complex#65,-1,-1,-1,0.0047,0.5298,0.0684,0.0047
org.apache.commons.math3.complex.Complex#67,-1,-1,-1,0.0047,0.5298,0.0684,0.0047
org.apache.commons.math3.complex.Complex#69,-1,-1,-1,0.0047,0.5298,0.0684,0.0047
org.apache.commons.math3.complex.Complex#98,-1,-1,-1,0.0047,0.5298,0.0684,0.0047
org.apache.commons.math3.complex.Complex#99,20,19,22,0.0047,0.5298,0.0684,0.0047
