Line,BeforeContext,DefaultContext,AfterContext,jaccard,tarantula,ochiai,dstar
org.mockito.Answers#26,-1,-1,-1,0.0714,0.4186,0.2222,0.1538
org.mockito.Answers#34,-1,-1,-1,0.0714,0.4186,0.2222,0.1538
org.mockito.Answers#43,-1,-1,-1,0.0714,0.4186,0.2222,0.1538
org.mockito.Answers#52,-1,-1,-1,0.0714,0.4186,0.2222,0.1538
org.mockito.Answers#62,-1,-1,-1,0.0714,0.4186,0.2222,0.1538
org.mockito.Answers#71,-1,-1,-1,0.0714,0.4186,0.2222,0.1538
org.mockito.Answers#76,-1,-1,-1,0.0714,0.4186,0.2222,0.1538
org.mockito.Answers#77,115,116,117,0.0714,0.4186,0.2222,0.1538
org.mockito.Answers#78,-1,-1,-1,0.0714,0.4186,0.2222,0.1538
org.mockito.Matchers#100,-1,-1,-1,0.0714,0.4186,0.2222,0.1538
org.mockito.Mockito#1018,-1,-1,-1,0.0714,0.4186,0.2222,0.1538
org.mockito.Mockito#1031,-1,-1,-1,0.0714,0.4186,0.2222,0.1538
org.mockito.Mockito#1118,-1,-1,-1,0.0714,0.4186,0.2222,0.1538
org.mockito.Mockito#1152,-1,-1,-1,0.0714,0.4186,0.2222,0.1538
org.mockito.Mockito#2163,15,14,16,0.1429,0.6923,0.2582,0.1667
org.mockito.Mockito#2203,15,14,16,0.2500,0.9000,0.4082,0.3333
org.mockito.Mockito#975,-1,-1,-1,0.0714,0.4186,0.2222,0.1538
org.mockito.Mockito#986,-1,-1,-1,0.0714,0.4186,0.2222,0.1538
org.mockito.MockitoAnnotations#101,531,532,533,0.0357,0.2647,0.1132,0.0370
org.mockito.MockitoAnnotations#102,211,210,212,0.0357,0.2647,0.1132,0.0370
org.mockito.MockitoAnnotations#103,212,205,213,0.0357,0.2647,0.1132,0.0370
org.mockito.MockitoAnnotations#108,750,747,493,0.0357,0.2647,0.1132,0.0370
org.mockito.MockitoAnnotations#109,-1,-1,-1,0.0357,0.2647,0.1132,0.0370
org.mockito.MockitoAnnotations#112,129,3556,3550,0.0357,0.2647,0.1132,0.0370
org.mockito.MockitoAnnotations#114,3550,3551,1561,0.0357,0.2647,0.1132,0.0370
org.mockito.MockitoAnnotations#117,-1,-1,-1,0.0357,0.2647,0.1132,0.0370
org.mockito.MockitoAnnotations#90,41,161,162,0.0357,0.2647,0.1132,0.0370
org.mockito.MockitoAnnotations#94,162,421,422,0.0357,0.2647,0.1132,0.0370
org.mockito.MockitoAnnotations#95,422,3130,346,0.0357,0.2647,0.1132,0.0370
org.mockito.MockitoAnnotations#98,346,3414,750,0.0357,0.2647,0.1132,0.0370
org.mockito.configuration.DefaultMockitoConfiguration#20,-1,-1,-1,0.0333,0.2500,0.1091,0.0345
org.mockito.configuration.DefaultMockitoConfiguration#39,15,14,16,0.0357,0.2647,0.1132,0.0370
org.mockito.exceptions.Reporter#54,-1,-1,-1,0.1000,0.5000,0.3162,0.3333
org.mockito.internal.MockitoCore#41,-1,-1,-1,0.0714,0.4186,0.2222,0.1538
org.mockito.internal.MockitoCore#43,-1,-1,-1,0.0714,0.4186,0.2222,0.1538
org.mockito.internal.MockitoCore#44,-1,-1,-1,0.0714,0.4186,0.2222,0.1538
org.mockito.internal.MockitoCore#45,-1,-1,-1,0.0714,0.4186,0.2222,0.1538
org.mockito.internal.configuration.CaptorAnnotationProcessor#17,-1,-1,-1,0.0357,0.2647,0.1132,0.0370
org.mockito.internal.configuration.ClassPathLoader#56,-1,-1,-1,0.0333,0.2500,0.1091,0.0345
org.mockito.internal.configuration.ClassPathLoader#68,115,116,117,0.0345,0.2571,0.1111,0.0357
org.mockito.internal.configuration.ClassPathLoader#72,-1,-1,-1,0.0345,0.2571,0.1111,0.0357
org.mockito.internal.configuration.ClassPathLoader#75,15,14,16,0.0345,0.2571,0.1111,0.0357
