Line,BeforeContext,DefaultContext,AfterContext,jaccard,tarantula,ochiai,dstar
org.apache.commons.math.stat.Frequency#133,49,1588,1621,0.1429,0.5385,0.3780,0.1667
org.apache.commons.math.stat.Frequency#134,1621,1589,1483,0.1429,0.5385,0.3780,0.1667
org.apache.commons.math.stat.Frequency#138,49,201,203,0.1429,0.5385,0.3780,0.1667
org.apache.commons.math.stat.Frequency#139,203,202,204,0.1429,0.5385,0.3780,0.1667
org.apache.commons.math.stat.Frequency#140,128,120,122,0.1429,0.5385,0.3780,0.1667
org.apache.commons.math.stat.Frequency#142,128,120,122,0.2000,0.6364,0.4472,0.2500
org.apache.commons.math.stat.Frequency#149,-1,-1,-1,0.1429,0.5385,0.3780,0.1667
org.apache.commons.math.stat.Frequency#150,-1,-1,-1,0.1429,0.5385,0.3780,0.1667
org.apache.commons.math.stat.Frequency#158,128,120,122,0.1429,0.5385,0.3780,0.1667
org.apache.commons.math.stat.Frequency#159,-1,-1,-1,0.1667,0.5833,0.4082,0.2000
org.apache.commons.math.stat.Frequency#177,128,120,122,0.2500,0.7000,0.5000,0.3333
org.apache.commons.math.stat.Frequency#178,-1,-1,-1,0.2500,0.7000,0.5000,0.3333
org.apache.commons.math.stat.Frequency#215,55,54,56,0.1667,0.5833,0.4082,0.2000
org.apache.commons.math.stat.Frequency#216,56,38,58,0.1667,0.5833,0.4082,0.2000
org.apache.commons.math.stat.Frequency#217,58,57,60,0.1667,0.5833,0.4082,0.2000
org.apache.commons.math.stat.Frequency#218,115,116,117,0.2000,0.6364,0.4472,0.2500
org.apache.commons.math.stat.Frequency#220,60,59,61,0.1667,0.5833,0.4082,0.2000
org.apache.commons.math.stat.Frequency#244,41,705,707,0.1667,0.5833,0.4082,0.2000
org.apache.commons.math.stat.Frequency#247,707,1591,1593,0.1667,0.5833,0.4082,0.2000
org.apache.commons.math.stat.Frequency#249,49,201,203,0.1667,0.5833,0.4082,0.2000
org.apache.commons.math.stat.Frequency#250,203,202,204,0.1667,0.5833,0.4082,0.2000
org.apache.commons.math.stat.Frequency#251,115,116,117,0.2000,0.6364,0.4472,0.2500
org.apache.commons.math.stat.Frequency#255,-1,-1,-1,0.1667,0.5833,0.4082,0.2000
org.apache.commons.math.stat.Frequency#256,1612,1611,556,0.1667,0.5833,0.4082,0.2000
org.apache.commons.math.stat.Frequency#303,15,14,16,1.0000,1.0000,1.0000,Infinity
org.apache.commons.math.stat.Frequency#316,49,111,112,0.2000,0.6364,0.4472,0.2500
org.apache.commons.math.stat.Frequency#317,112,110,114,0.2000,0.6364,0.4472,0.2500
org.apache.commons.math.stat.Frequency#320,114,113,103,0.2500,0.7000,0.5000,0.3333
org.apache.commons.math.stat.Frequency#331,15,14,16,0.5000,0.8750,0.7071,1.0000
org.apache.commons.math.stat.Frequency#342,15,14,16,1.0000,1.0000,1.0000,Infinity
org.apache.commons.math.stat.Frequency#382,76,173,175,0.1667,0.5833,0.4082,0.2000
org.apache.commons.math.stat.Frequency#385,175,571,156,0.2000,0.6364,0.4472,0.2500
org.apache.commons.math.stat.Frequency#386,15,14,16,0.3333,0.7778,0.5774,0.5000
org.apache.commons.math.stat.Frequency#388,156,972,835,0.2000,0.6364,0.4472,0.2500
org.apache.commons.math.stat.Frequency#389,835,1600,1601,0.2000,0.6364,0.4472,0.2500
org.apache.commons.math.stat.Frequency#390,115,116,117,0.2000,0.6364,0.4472,0.2500
org.apache.commons.math.stat.Frequency#392,1601,1590,1596,0.2000,0.6364,0.4472,0.2500
org.apache.commons.math.stat.Frequency#395,49,201,203,0.2000,0.6364,0.4472,0.2500
org.apache.commons.math.stat.Frequency#396,203,202,204,0.2000,0.6364,0.4472,0.2500
org.apache.commons.math.stat.Frequency#397,115,116,117,0.2000,0.6364,0.4472,0.2500
org.apache.commons.math.stat.Frequency#401,-1,-1,-1,0.2000,0.6364,0.4472,0.2500
org.apache.commons.math.stat.Frequency#403,1603,1602,1605,0.2000,0.6364,0.4472,0.2500
org.apache.commons.math.stat.Frequency#407,1605,1604,1080,0.2000,0.6364,0.4472,0.2500
org.apache.commons.math.stat.Frequency#408,15,14,16,0.2500,0.7000,0.5000,0.3333
org.apache.commons.math.stat.Frequency#444,15,14,16,0.3333,0.7778,0.5774,0.5000
org.apache.commons.math.stat.Frequency#491,49,111,112,0.1667,0.5833,0.4082,0.2000
org.apache.commons.math.stat.Frequency#492,112,110,114,0.1667,0.5833,0.4082,0.2000
org.apache.commons.math.stat.Frequency#495,114,113,103,0.2000,0.6364,0.4472,0.2500
org.apache.commons.math.stat.Frequency#541,-1,-1,-1,0.2000,0.6364,0.4472,0.2500
org.apache.commons.math.stat.Frequency#561,15,14,16,0.2000,0.6364,0.4472,0.2500
org.apache.commons.math.stat.Frequency#59,-1,-1,-1,0.1250,0.5000,0.3536,0.1429
org.apache.commons.math.stat.Frequency#60,115,116,117,0.1250,0.5000,0.3536,0.1429
org.apache.commons.math.stat.Frequency#61,-1,-1,-1,0.1250,0.5000,0.3536,0.1429
