Line,BeforeContext,DefaultContext,AfterContext,jaccard,tarantula,ochiai,dstar
org.apache.commons.math.special.Gamma#101,6922,-1,1834,0.0123,0.5294,0.1111,0.0125
org.apache.commons.math.special.Gamma#102,1834,1833,360,0.0123,0.5294,0.1111,0.0125
org.apache.commons.math.special.Gamma#106,114,113,103,0.0119,0.5202,0.1091,0.0120
org.apache.commons.math.special.Gamma#120,15,14,16,0.0357,0.7692,0.1890,0.0370
org.apache.commons.math.special.Gamma#158,112,110,114,0.0222,0.6716,0.1491,0.0227
org.apache.commons.math.special.Gamma#160,-1,-1,11098,0.0250,0.6977,0.1581,0.0256
org.apache.commons.math.special.Gamma#162,-1,-1,11098,0.0263,0.7087,0.1622,0.0270
org.apache.commons.math.special.Gamma#168,55,951,953,0.0313,0.7438,0.1768,0.0323
org.apache.commons.math.special.Gamma#169,953,1422,782,0.0313,0.7438,0.1768,0.0323
org.apache.commons.math.special.Gamma#170,782,1423,1269,0.0313,0.7438,0.1768,0.0323
org.apache.commons.math.special.Gamma#171,1269,1424,46,0.0313,0.7438,0.1768,0.0323
org.apache.commons.math.special.Gamma#173,20,19,22,0.0313,0.7438,0.1768,0.0323
org.apache.commons.math.special.Gamma#174,22,96,98,0.0313,0.7438,0.1768,0.0323
org.apache.commons.math.special.Gamma#177,98,97,13,0.0313,0.7438,0.1768,0.0323
org.apache.commons.math.special.Gamma#179,46,37,47,0.0313,0.7438,0.1768,0.0323
org.apache.commons.math.special.Gamma#182,115,116,117,0.0313,0.7438,0.1768,0.0323
org.apache.commons.math.special.Gamma#186,114,113,103,0.0222,0.6716,0.1491,0.0227
org.apache.commons.math.special.Gamma#200,15,14,16,0.1429,0.9375,0.3780,0.1667
org.apache.commons.math.special.Gamma#233,112,110,114,0.0313,0.7438,0.1768,0.0323
org.apache.commons.math.special.Gamma#235,-1,-1,11098,0.0370,0.7759,0.1925,0.0385
org.apache.commons.math.special.Gamma#237,-1,-1,11098,0.0385,0.7826,0.1961,0.0400
org.apache.commons.math.special.Gamma#243,357,503,505,0.0392,0.7826,0.2774,0.0816
org.apache.commons.math.special.Gamma#248,15,14,16,0.0385,0.7826,0.1961,0.0400
org.apache.commons.math.special.Gamma#252,15,14,16,0.0385,0.7826,0.1961,0.0400
org.apache.commons.math.special.Gamma#256,505,805,807,0.0385,0.7826,0.1961,0.0400
org.apache.commons.math.special.Gamma#257,807,806,13,0.0385,0.7826,0.1961,0.0400
org.apache.commons.math.special.Gamma#260,114,113,103,0.0313,0.7438,0.1768,0.0323
org.apache.commons.math.special.Gamma#40,-1,-1,-1,0.0110,0.5000,0.1048,0.0111
org.apache.commons.math.special.Gamma#60,-1,-1,-1,0.0110,0.5000,0.1048,0.0111
org.apache.commons.math.special.Gamma#90,112,110,114,0.0119,0.5202,0.1091,0.0120
org.apache.commons.math.special.Gamma#93,55,412,429,0.0123,0.5294,0.1111,0.0125
org.apache.commons.math.special.Gamma#95,429,1937,1230,0.0123,0.5294,0.1111,0.0125
org.apache.commons.math.special.Gamma#96,1230,1197,1232,0.0123,0.5294,0.1111,0.0125
org.apache.commons.math.special.Gamma#97,115,116,117,0.0123,0.5294,0.1111,0.0125
org.apache.commons.math.special.Gamma#99,1232,6917,6922,0.0123,0.5294,0.1111,0.0125
org.apache.commons.math.util.ContinuedFraction#133,55,951,953,0.0149,0.5769,0.1222,0.0152
