Line,BeforeContext,DefaultContext,AfterContext,jaccard,tarantula,ochiai,dstar
org.apache.commons.lang3.ArrayUtils#102,-1,-1,-1,0.0030,0.5000,0.0550,0.0030
org.apache.commons.lang3.ArrayUtils#106,-1,-1,-1,0.0030,0.5000,0.0550,0.0030
org.apache.commons.lang3.ArrayUtils#110,-1,-1,-1,0.0030,0.5000,0.0550,0.0030
org.apache.commons.lang3.ArrayUtils#114,-1,-1,-1,0.0030,0.5000,0.0550,0.0030
org.apache.commons.lang3.ArrayUtils#118,-1,-1,-1,0.0030,0.5000,0.0550,0.0030
org.apache.commons.lang3.ArrayUtils#122,-1,-1,-1,0.0030,0.5000,0.0550,0.0030
org.apache.commons.lang3.ArrayUtils#126,-1,-1,-1,0.0030,0.5000,0.0550,0.0030
org.apache.commons.lang3.ArrayUtils#3290,193,3934,786,0.3333,0.9940,0.5774,0.5000
org.apache.commons.lang3.ArrayUtils#3292,-1,-1,11098,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.ArrayUtils#3295,115,116,117,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.ArrayUtils#3298,-1,-1,-1,0.3333,0.9940,0.5774,0.5000
org.apache.commons.lang3.ArrayUtils#3299,6983,6982,1116,0.3333,0.9940,0.5774,0.5000
org.apache.commons.lang3.ArrayUtils#3300,1116,1115,514,0.3333,0.9940,0.5774,0.5000
org.apache.commons.lang3.ArrayUtils#3529,99,100,102,0.0909,0.9706,0.3015,0.1000
org.apache.commons.lang3.ArrayUtils#3535,102,101,103,0.1111,0.9763,0.3333,0.1250
org.apache.commons.lang3.ArrayUtils#54,-1,-1,-1,0.0030,0.5000,0.0550,0.0030
org.apache.commons.lang3.ArrayUtils#58,-1,-1,-1,0.0030,0.5000,0.0550,0.0030
org.apache.commons.lang3.ArrayUtils#62,-1,-1,-1,0.0030,0.5000,0.0550,0.0030
org.apache.commons.lang3.ArrayUtils#66,-1,-1,-1,0.0030,0.5000,0.0550,0.0030
org.apache.commons.lang3.ArrayUtils#70,-1,-1,-1,0.0030,0.5000,0.0550,0.0030
org.apache.commons.lang3.ArrayUtils#74,-1,-1,-1,0.0030,0.5000,0.0550,0.0030
org.apache.commons.lang3.ArrayUtils#78,-1,-1,-1,0.0030,0.5000,0.0550,0.0030
org.apache.commons.lang3.ArrayUtils#82,-1,-1,-1,0.0030,0.5000,0.0550,0.0030
org.apache.commons.lang3.ArrayUtils#86,-1,-1,-1,0.0030,0.5000,0.0550,0.0030
org.apache.commons.lang3.ArrayUtils#90,-1,-1,-1,0.0030,0.5000,0.0550,0.0030
org.apache.commons.lang3.ArrayUtils#94,-1,-1,-1,0.0030,0.5000,0.0550,0.0030
org.apache.commons.lang3.ArrayUtils#98,-1,-1,-1,0.0030,0.5000,0.0550,0.0030
