Line,BeforeContext,DefaultContext,AfterContext,jaccard,tarantula,ochiai,dstar
org.apache.commons.math.stat.descriptive.AbstractStorelessUnivariateStatistic#35,-1,-1,-1,0.0789,0.5070,0.2810,0.5143
org.apache.commons.math.stat.descriptive.AbstractStorelessUnivariateStatistic#59,99,100,102,0.2222,0.8000,0.4082,1.1429
org.apache.commons.math.stat.descriptive.AbstractStorelessUnivariateStatistic#62,102,101,103,0.2222,0.8000,0.4082,1.1429
org.apache.commons.math.stat.descriptive.AbstractUnivariateStatistic#137,15,14,16,0.1081,0.6076,0.2760,0.4848
org.apache.commons.math.stat.descriptive.AbstractUnivariateStatistic#163,76,596,598,0.1622,0.6990,0.4027,1.1613
org.apache.commons.math.stat.descriptive.AbstractUnivariateStatistic#167,598,600,602,0.1622,0.6990,0.4027,1.1613
org.apache.commons.math.stat.descriptive.AbstractUnivariateStatistic#171,602,606,602,0.1622,0.6990,0.4027,1.1613
org.apache.commons.math.stat.descriptive.AbstractUnivariateStatistic#175,602,607,599,0.1622,0.6990,0.4027,1.1613
org.apache.commons.math.stat.descriptive.AbstractUnivariateStatistic#180,599,595,133,0.1622,0.6990,0.4027,1.1613
org.apache.commons.math.stat.descriptive.AbstractUnivariateStatistic#184,133,126,103,0.1622,0.6990,0.4027,1.1613
org.apache.commons.math.stat.descriptive.AbstractUnivariateStatistic#39,-1,-1,-1,0.0789,0.5070,0.2810,0.5143
org.apache.commons.math.stat.descriptive.SummaryStatistics#100,-1,-1,-1,0.1053,0.5854,0.3244,0.7059
org.apache.commons.math.stat.descriptive.SummaryStatistics#103,-1,-1,-1,0.1053,0.5854,0.3244,0.7059
org.apache.commons.math.stat.descriptive.SummaryStatistics#106,-1,-1,-1,0.1053,0.5854,0.3244,0.7059
org.apache.commons.math.stat.descriptive.SummaryStatistics#109,-1,-1,-1,0.1053,0.5854,0.3244,0.7059
org.apache.commons.math.stat.descriptive.SummaryStatistics#112,-1,-1,-1,0.1053,0.5854,0.3244,0.7059
org.apache.commons.math.stat.descriptive.SummaryStatistics#115,-1,-1,-1,0.1053,0.5854,0.3244,0.7059
org.apache.commons.math.stat.descriptive.SummaryStatistics#118,-1,-1,-1,0.1053,0.5854,0.3244,0.7059
org.apache.commons.math.stat.descriptive.SummaryStatistics#123,-1,-1,-1,0.1053,0.5854,0.3244,0.7059
org.apache.commons.math.stat.descriptive.SummaryStatistics#124,-1,-1,-1,0.1053,0.5854,0.3244,0.7059
org.apache.commons.math.stat.descriptive.SummaryStatistics#150,208,1928,1930,0.1200,0.6207,0.3464,0.8182
org.apache.commons.math.stat.descriptive.SummaryStatistics#151,1930,2683,686,0.1200,0.6207,0.3464,0.8182
org.apache.commons.math.stat.descriptive.SummaryStatistics#152,686,685,686,0.1200,0.6207,0.3464,0.8182
org.apache.commons.math.stat.descriptive.SummaryStatistics#153,686,685,686,0.1200,0.6207,0.3464,0.8182
org.apache.commons.math.stat.descriptive.SummaryStatistics#154,686,2723,262,0.1200,0.6207,0.3464,0.8182
org.apache.commons.math.stat.descriptive.SummaryStatistics#155,262,2724,2725,0.1200,0.6207,0.3464,0.8182
org.apache.commons.math.stat.descriptive.SummaryStatistics#158,2725,2720,1934,0.1200,0.6207,0.3464,0.8182
