Line,BeforeContext,DefaultContext,AfterContext,jaccard,tarantula,ochiai,dstar
org.apache.commons.lang3.StringUtils#193,15,14,16,0.2500,0.9492,0.5000,0.3333
org.apache.commons.lang3.StringUtils#233,2279,2281,2283,0.2500,0.9492,0.5000,0.3333
org.apache.commons.lang3.StringUtils#236,2283,2282,2050,0.2500,0.9492,0.5000,0.3333
org.apache.commons.lang3.StringUtils#237,135,134,136,0.2500,0.9492,0.5000,0.3333
org.apache.commons.lang3.StringUtils#238,15,14,16,0.2500,0.9492,0.5000,0.3333
org.apache.commons.lang3.SystemUtils#1002,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1013,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1024,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1035,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#104,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1048,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1069,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1082,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1095,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1108,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1121,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1134,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1147,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1160,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1173,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1186,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1200,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1213,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1226,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1240,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1254,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1268,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#127,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1282,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1296,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1309,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1364,15,14,16,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1388,15,14,16,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1401,15,14,16,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1410,99,100,102,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1411,127,121,123,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1412,49,201,203,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1413,203,202,204,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1414,15,14,16,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1431,15,14,16,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1442,15,14,16,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#146,-1,-1,-1,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1462,15,14,16,1.0000,1.0000,1.0000,Infinity
org.apache.commons.lang3.SystemUtils#1534,15,14,16,1.0000,1.0000,1.0000,Infinity
