Line,BeforeContext,DefaultContext,AfterContext,jaccard,tarantula,ochiai,dstar
org.joda.time.Chronology#63,-1,-1,-1,0.0008,0.5207,0.0284,0.0016
org.joda.time.DateTime#516,65,64,66,0.0017,0.7023,0.0418,0.0035
org.joda.time.DateTime#518,-1,-1,-1,0.0017,0.7028,0.0418,0.0035
org.joda.time.DateTime#527,15,14,16,0.0018,0.7073,0.0423,0.0036
org.joda.time.DateTimeField#33,-1,-1,-1,0.0008,0.5219,0.0284,0.0016
org.joda.time.DateTimeFieldType#100,-1,-1,-1,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#103,-1,-1,-1,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#106,-1,-1,-1,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#110,-1,-1,-1,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#113,-1,-1,-1,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#116,-1,-1,-1,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#119,-1,-1,-1,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#122,-1,-1,-1,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#125,-1,-1,-1,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#128,-1,-1,-1,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#131,-1,-1,-1,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#134,-1,-1,-1,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#137,-1,-1,-1,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#140,-1,-1,-1,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#153,106,271,272,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#154,272,270,273,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#155,-1,-1,-1,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#164,15,14,16,0.0008,0.5220,0.0284,0.0016
org.joda.time.DateTimeFieldType#173,15,14,16,0.0008,0.5220,0.0284,0.0016
org.joda.time.DateTimeFieldType#182,15,14,16,0.0008,0.5220,0.0284,0.0016
org.joda.time.DateTimeFieldType#191,15,14,16,0.0008,0.5220,0.0284,0.0016
org.joda.time.DateTimeFieldType#200,15,14,16,0.0008,0.5219,0.0284,0.0016
org.joda.time.DateTimeFieldType#209,15,14,16,0.0008,0.5220,0.0284,0.0016
org.joda.time.DateTimeFieldType#218,15,14,16,0.0008,0.5220,0.0284,0.0016
org.joda.time.DateTimeFieldType#227,15,14,16,0.0008,0.5219,0.0284,0.0016
org.joda.time.DateTimeFieldType#236,15,14,16,0.0008,0.5220,0.0284,0.0016
org.joda.time.DateTimeFieldType#245,15,14,16,0.0008,0.5220,0.0284,0.0016
org.joda.time.DateTimeFieldType#254,15,14,16,0.0008,0.5220,0.0284,0.0016
org.joda.time.DateTimeFieldType#264,15,14,16,0.0008,0.5220,0.0284,0.0016
org.joda.time.DateTimeFieldType#273,15,14,16,0.0008,0.5219,0.0284,0.0016
org.joda.time.DateTimeFieldType#282,15,14,16,0.0008,0.5220,0.0284,0.0016
org.joda.time.DateTimeFieldType#291,15,14,16,0.0008,0.5220,0.0284,0.0016
org.joda.time.DateTimeFieldType#300,15,14,16,0.0008,0.5220,0.0284,0.0016
org.joda.time.DateTimeFieldType#309,15,14,16,0.0008,0.5220,0.0284,0.0016
org.joda.time.DateTimeFieldType#318,15,14,16,0.0008,0.5220,0.0284,0.0016
org.joda.time.DateTimeFieldType#327,15,14,16,0.0008,0.5219,0.0284,0.0016
org.joda.time.DateTimeFieldType#336,15,14,16,0.0008,0.5220,0.0284,0.0016
org.joda.time.DateTimeFieldType#345,15,14,16,0.0008,0.5220,0.0284,0.0016
org.joda.time.DateTimeFieldType#354,15,14,16,0.0008,0.5220,0.0284,0.0016
org.joda.time.DateTimeFieldType#363,15,14,16,0.0008,0.5220,0.0284,0.0016
org.joda.time.DateTimeFieldType#378,15,14,16,0.0112,0.9385,0.1057,0.0226
org.joda.time.DateTimeFieldType#444,106,105,104,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#445,104,1382,1384,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#446,1384,1630,98,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#447,98,97,13,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#448,-1,-1,-1,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#452,15,14,16,0.0008,0.5220,0.0284,0.0016
org.joda.time.DateTimeFieldType#457,15,14,16,0.0008,0.5220,0.0284,0.0016
org.joda.time.DateTimeFieldType#480,6507,-1,-1,0.0019,0.7155,0.0431,0.0037
org.joda.time.DateTimeFieldType#482,-1,-1,11607,0.0019,0.7155,0.0431,0.0037
org.joda.time.DateTimeFieldType#492,-1,-1,-1,0.0026,0.7755,0.0505,0.0051
org.joda.time.DateTimeFieldType#496,-1,-1,-1,0.0026,0.7768,0.0507,0.0052
org.joda.time.DateTimeFieldType#498,-1,-1,-1,0.0028,0.7884,0.0525,0.0055
org.joda.time.DateTimeFieldType#73,-1,-1,-1,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#76,-1,-1,-1,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#79,-1,-1,-1,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#82,-1,-1,-1,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#85,-1,-1,-1,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#88,-1,-1,-1,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#91,-1,-1,-1,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#94,-1,-1,-1,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeFieldType#97,-1,-1,-1,0.0008,0.5217,0.0284,0.0016
org.joda.time.DateTimeUtils#100,-1,-1,-1,0.0009,0.5495,0.0300,0.0018
org.joda.time.DateTimeUtils#112,211,210,212,0.0009,0.5499,0.0301,0.0018
org.joda.time.DateTimeUtils#113,212,205,213,0.0009,0.5499,0.0301,0.0018
org.joda.time.DateTimeUtils#114,-1,-1,-1,0.0009,0.5499,0.0301,0.0018
org.joda.time.DateTimeUtils#159,49,201,203,0.0009,0.5495,0.0300,0.0018
