Line,Score,FlashScore,FixFreq,BlockFreq
org.joda.time.IllegalFieldValueException#323,Infinity,0.5956638902498775,4863,8164
org.joda.time.IllegalFieldValueException#314,Infinity,0.5411590992986341,7330,13545
org.joda.time.format.DateTimeParserBucket#375,Infinity,0.5260479213129754,9199,17487
org.joda.time.IllegalFieldValueException#326,Infinity,0.506224593495935,3985,7872
org.joda.time.format.DateTimeParserBucket#374,Infinity,0.3,36,120
org.joda.time.format.DateTimeParserBucket#377,Infinity,0.1095890410958904,24,219
org.joda.time.IllegalFieldValueException#325,Infinity,0.0,0,1
org.joda.time.IllegalFieldValueException#328,Infinity,0.0,0,0
org.joda.time.format.DateTimeParserBucket#373,Infinity,0.0,0,0
org.joda.time.format.DateTimeFormatter#706,0.17391304347826086,0.11604881418374395,504,4343
org.joda.time.format.DateTimeFormatter#715,0.17391304347826086,0.11352253756260434,68,599
org.joda.time.format.DateTimeFormatter#702,0.17391304347826086,0.10418963616317531,378,3628
org.joda.time.format.DateTimeFormatter#701,0.17391304347826086,0.1002931056454696,787,7847
org.joda.time.format.DateTimeFormatter#714,0.17391304347826086,0.09342723004694836,199,2130
org.joda.time.format.DateTimeFormatter#712,0.17391304347826086,0.07979002624671916,152,1905
org.joda.time.format.DateTimeFormatter#709,0.17391304347826086,0.06769825918762089,35,517
org.joda.time.format.DateTimeFormatter#708,0.17391304347826086,0.05689900426742532,40,703
org.joda.time.format.DateTimeFormatter#707,0.17391304347826086,0.05250123823675087,106,2019
org.joda.time.format.DateTimeFormatter#710,0.17391304347826086,0.035849056603773584,19,530
org.joda.time.format.DateTimeParserBucket#358,0.15384615384615385,0.3826649883114548,2128,5561
org.joda.time.format.DateTimeParserBucket#359,0.15384615384615385,0.3487807696752571,3018,8653
org.joda.time.MutableDateTime#351,0.10810810810810811,0.4457831325301205,333,747
org.joda.time.MutableDateTime#353,0.10810810810810811,0.0,0,0
org.joda.time.field.FieldUtils#218,0.1,0.4892772041302621,1848,3777
org.joda.time.field.BaseDurationField#150,0.0975609756097561,0.5411590992986341,7330,13545
org.joda.time.chrono.BasicMonthOfYearDateTimeField#306,0.09090909090909091,0.506224593495935,3985,7872
org.joda.time.format.DateTimeParserBucket#518,0.08333333333333333,0.5411590992986341,7330,13545
org.joda.time.format.DateTimeParserBucket#423,0.07272727272727272,0.26643073811931245,527,1978
org.joda.time.format.DateTimeParserBucket#422,0.07272727272727272,0.16314199395770393,54,331
org.joda.time.format.DateTimeParserBucket#421,0.07272727272727272,0.08415233415233415,137,1628
org.joda.time.chrono.BasicChronology#419,0.07142857142857142,0.5660377358490566,30,53
org.joda.time.IllegalFieldValueException#53,0.06779661016949153,0.5260479213129754,9199,17487
org.joda.time.IllegalFieldValueException#50,0.05555555555555555,0.0,0,1
org.joda.time.format.ISODateTimeFormat#972,0.05405405405405406,0.506224593495935,3985,7872
org.joda.time.format.ISODateTimeFormat#971,0.05405405405405406,0.40319258496395466,783,1942
org.joda.time.format.ISODateTimeFormat#977,0.05405405405405406,0.13870205417196874,763,5501
org.joda.time.IllegalFieldValueException#116,0.05263157894736842,0.26100998238402817,889,3406
org.joda.time.IllegalFieldValueException#109,0.05263157894736842,0.14686468646864687,89,606
org.joda.time.IllegalFieldValueException#108,0.05263157894736842,0.11378353376503238,123,1081
org.joda.time.IllegalFieldValueException#111,0.05263157894736842,0.0875395181510956,803,9173
org.joda.time.IllegalFieldValueException#112,0.05263157894736842,0.0875395181510956,803,9173
org.joda.time.IllegalFieldValueException#113,0.05263157894736842,0.0875395181510956,803,9173
org.joda.time.IllegalFieldValueException#114,0.05263157894736842,0.0875395181510956,803,9173
org.joda.time.IllegalFieldValueException#115,0.05263157894736842,0.07990420204659264,367,4593
org.joda.time.IllegalFieldValueException#110,0.05263157894736842,0.056330325403336066,206,3657
org.joda.time.IllegalFieldValueException#117,0.05263157894736842,0.0,0,0
org.joda.time.format.ISODateTimeFormat#936,0.05,0.506224593495935,3985,7872
org.joda.time.format.ISODateTimeFormat#935,0.05,0.40319258496395466,783,1942
org.joda.time.format.ISODateTimeFormat#941,0.05,0.13870205417196874,763,5501
org.joda.time.format.DateTimeFormatterBuilder#976,0.04878048780487805,0.5411590992986341,7330,13545
org.joda.time.format.ISODateTimeFormat#898,0.04819277108433735,0.506224593495935,3985,7872
org.joda.time.format.ISODateTimeFormat#897,0.04819277108433735,0.40319258496395466,783,1942
org.joda.time.format.ISODateTimeFormat#903,0.04819277108433735,0.13870205417196874,763,5501
org.joda.time.format.ISODateTimeFormat#1443,0.046511627906976744,0.506224593495935,3985,7872
org.joda.time.format.ISODateTimeFormat#1442,0.046511627906976744,0.40319258496395466,783,1942
org.joda.time.format.ISODateTimeFormat#1449,0.046511627906976744,0.13870205417196874,763,5501
org.joda.time.IllegalFieldValueException#59,0.045454545454545456,0.21724890829694324,398,1832
org.joda.time.IllegalFieldValueException#63,0.045454545454545456,0.1136085626911315,743,6540
org.joda.time.IllegalFieldValueException#44,0.045454545454545456,0.11324944485566248,153,1351
org.joda.time.IllegalFieldValueException#41,0.045454545454545456,0.10662784248474765,769,7212
org.joda.time.format.DateTimeFormatterBuilder#549,0.04,0.40319258496395466,783,1942
org.joda.time.format.DateTimeFormatterBuilder#552,0.04,0.13870205417196874,763,5501
org.joda.time.format.DateTimeFormatter#204,0.037383177570093455,0.5411590992986341,7330,13545
org.joda.time.format.DateTimeFormatter#190,0.037383177570093455,0.40319258496395466,783,1942
org.joda.time.format.DateTimeFormatter#193,0.037383177570093455,0.13870205417196874,763,5501
