Line,Score,FlashScore,FixFreq,BlockFreq
org.mockito.exceptions.Reporter#799,0.9703043801039347,0.5411590992986341,7330,13545
org.mockito.internal.exceptions.util.ScenarioPrinter#15,0.9645756457564575,0.5411590992986341,7330,13545
org.mockito.exceptions.Reporter#419,0.9617365710080942,0.36363636363636365,4,11
org.mockito.exceptions.Reporter#418,0.9617365710080942,0.045066136017792344,385,8543
org.mockito.internal.exceptions.util.ScenarioPrinter#14,0.958914159941306,0.11630526612221909,413,3551
org.mockito.internal.exceptions.util.ScenarioPrinter#11,0.958914159941306,0.0,0,0
org.mockito.Mockito#1257,0.9547114682249817,0.5411590992986341,7330,13545
org.mockito.internal.exceptions.util.ScenarioPrinter#17,0.9533187454412837,0.12008733624454149,110,916
org.mockito.internal.exceptions.util.ScenarioPrinter#22,0.9533187454412837,0.11258278145695365,17,151
org.mockito.internal.exceptions.util.ScenarioPrinter#30,0.9533187454412837,0.10526315789473684,132,1254
org.mockito.internal.exceptions.util.ScenarioPrinter#21,0.9533187454412837,0.09508196721311475,29,305
org.mockito.internal.exceptions.util.ScenarioPrinter#29,0.9533187454412837,0.0,0,6
org.mockito.internal.invocation.InvocationsFinder#100,0.9210711768851303,0.5411590992986341,7330,13545
org.mockito.internal.invocation.InvocationsFinder#99,0.8235664776307497,0.2770012706480305,1962,7083
org.mockito.internal.invocation.InvocationsFinder#98,0.8235664776307497,0.2169397645972767,1880,8666
org.mockito.internal.stubbing.answers.Returns#18,0.8167048531555926,0.506224593495935,3985,7872
org.mockito.internal.stubbing.answers.Returns#17,0.8167048531555926,0.0,0,0
org.mockito.internal.stubbing.answers.Returns#19,0.8167048531555926,0.0,0,0
org.mockito.internal.verification.VerificationDataImpl#37,0.8153462258265751,0.5411590992986341,7330,13545
org.mockito.internal.verification.NoMoreInteractions#23,0.8153462258265751,0.2770012706480305,1962,7083
org.mockito.internal.verification.NoMoreInteractions#22,0.8153462258265751,0.2169397645972767,1880,8666
org.mockito.internal.MockitoCore#112,0.8153462258265751,0.17468354430379746,138,790
org.mockito.internal.MockitoCore#111,0.8153462258265751,0.12013256006628004,145,1207
org.mockito.internal.invocation.InvocationsFinder#93,0.8092879256965945,0.5411590992986341,7330,13545
org.mockito.internal.invocation.InvocationsFinder#97,0.8072884496602841,0.43243243243243246,144,333
org.mockito.internal.MockitoCore#106,0.8072884496602841,0.19736842105263158,30,152
org.mockito.internal.MockitoCore#108,0.8072884496602841,0.11630526612221909,413,3551
org.mockito.internal.MockitoCore#105,0.8072884496602841,0.08695652173913043,4,46
org.mockito.internal.verification.VerificationModeFactory#33,0.8013488657265482,0.5411590992986341,7330,13545
org.mockito.internal.MockitoCore#104,0.797437461866992,0.11560891938250428,337,2915
org.mockito.internal.MockitoCore#131,0.797437461866992,0.0,0,0
org.mockito.internal.verification.NoMoreInteractions#18,0.7935640558591379,0.0,0,0
org.mockito.internal.MockitoCore#128,0.7897280966767372,0.5956638902498775,4863,8164
org.mockito.internal.stubbing.answers.Returns#22,0.7878239903556359,0.5411590992986341,7330,13545
org.mockito.internal.invocation.SerializableMethod#53,0.7840431913617276,0.5411590992986341,7330,13545
org.mockito.internal.invocation.SerializableMethod#33,0.7775133848899465,0.26100998238402817,889,3406
org.mockito.internal.invocation.SerializableMethod#27,0.7775133848899465,0.12627781118460613,420,3326
org.mockito.internal.invocation.SerializableMethod#28,0.7775133848899465,0.08915971776779986,417,4677
org.mockito.internal.invocation.SerializableMethod#29,0.7775133848899465,0.0875395181510956,803,9173
org.mockito.internal.invocation.SerializableMethod#30,0.7775133848899465,0.0875395181510956,803,9173
org.mockito.internal.invocation.SerializableMethod#31,0.7775133848899465,0.0875395181510956,803,9173
org.mockito.internal.invocation.SerializableMethod#32,0.7775133848899465,0.07990420204659264,367,4593
org.mockito.internal.invocation.SerializableMethod#26,0.7775133848899465,0.0,0,0
org.mockito.internal.invocation.SerializableMethod#34,0.7775133848899465,0.0,0,0
org.mockito.internal.invocation.InvocationImpl#70,0.7061048082117775,0.5411590992986341,7330,13545
org.mockito.internal.util.MockNameImpl#21,0.671634121274409,0.3197424892703863,894,2796
org.mockito.internal.util.MockNameImpl#33,0.671634121274409,0.24615921787709497,705,2864
org.mockito.internal.util.MockNameImpl#20,0.671634121274409,0.19449609520267758,523,2689
org.mockito.internal.util.MockNameImpl#32,0.671634121274409,0.1291564039408867,839,6496
org.mockito.internal.util.MockNameImpl#38,0.671634121274409,0.12754835337166753,976,7652
org.mockito.internal.handler.NullResultGuardian#35,0.6360097323600973,0.5411590992986341,7330,13545
org.mockito.internal.handler.MockHandlerImpl#119,0.6226774654597427,0.5411590992986341,7330,13545
