Line,Score,FlashScore,FixFreq,BlockFreq
org.apache.commons.math.dfp.Dfp#2119,0.07692307692307693,2.1018710804075753,3985,7872
org.apache.commons.math.dfp.Dfp#1041,0.06666666666666667,0.20379340169116095,214,4360
org.apache.commons.math.dfp.Dfp#2328,0.05263157894736842,2.35021838663409,30,53
org.apache.commons.math.dfp.Dfp#1234,0.05263157894736842,2.1018710804075753,3985,7872
org.apache.commons.math.dfp.Dfp#576,0.05,2.2469209819699216,7330,13545
org.apache.commons.math.dfp.Dfp#801,0.05,2.2469209819699216,7330,13545
org.apache.commons.math.dfp.Dfp#2342,0.05,2.1018710804075753,3985,7872
org.apache.commons.math.dfp.Dfp#2378,0.05,0.9391881038642421,670,2962
org.apache.commons.math.dfp.Dfp#2376,0.05,0.7747849131056881,117,627
org.apache.commons.math.dfp.Dfp#2382,0.05,0.529587457326225,976,7652
org.apache.commons.math.dfp.Dfp#2305,0.05,0.4938793646370052,285,2396
org.apache.commons.math.dfp.Dfp#1105,0.05,0.47170871481785853,743,6540
org.apache.commons.math.dfp.Dfp#2313,0.05,0.466046707281522,121,1078
org.apache.commons.math.dfp.Dfp#2331,0.05,0.44887053870849286,4,37
org.apache.commons.math.dfp.Dfp#2319,0.05,0.4292187559429173,487,4711
org.apache.commons.math.dfp.Dfp#2326,0.05,0.4175248306981233,414,4117
org.apache.commons.math.dfp.Dfp#2317,0.05,0.35019947142254587,160,1897
org.apache.commons.math.dfp.Dfp#2349,0.05,0.2666455723061919,14,218
org.apache.commons.math.dfp.Dfp#2357,0.05,0.26583262848818523,21,328
org.apache.commons.math.dfp.Dfp#2318,0.05,0.25764809517375536,217,3497
org.apache.commons.math.dfp.Dfp#2327,0.05,0.2018152743728678,68,1399
org.apache.commons.math.dfp.Dfp#2356,0.05,0.19944356905497448,11,229
org.apache.commons.math.dfp.Dfp#2345,0.05,0.17710176468000963,18,422
org.apache.commons.math.dfp.Dfp#2354,0.05,0.1638968085415879,3,76
org.apache.commons.math.dfp.Dfp#2341,0.05,0.1401536703140442,8,237
org.apache.commons.math.dfp.Dfp#2355,0.05,0.08304104966107119,2,100
org.apache.commons.math.dfp.Dfp#2359,0.05,0.06061390486209576,2,137
org.apache.commons.math.dfp.Dfp#2332,0.05,0.0,0,3
org.apache.commons.math.dfp.Dfp#2336,0.05,0.0,0,3
org.apache.commons.math.dfp.Dfp#2340,0.05,0.0,0,3
org.apache.commons.math.dfp.Dfp#2366,0.05,0.0,0,11
org.apache.commons.math.dfp.Dfp#2370,0.05,0.0,0,3
org.apache.commons.math.dfp.Dfp#2375,0.05,0.0,0,10
org.apache.commons.math.dfp.Dfp#661,0.047619047619047616,2.2469209819699216,7330,13545
